ORF,-5.8333335,-5.5,-5.1666665,-4.8333335,-4.5,-4.1666665,-3.8333333,-3.5,-3.1666667,-2.8333333,-2.5,-2.1666667,-1.8333334,-1.5,-1.1666666,-0.83333331,-0.5,-0.16666667,0.16666667,0.5,0.83333331,1.1666666,1.5,1.8333334,2.1666667,2.5,2.8333333,3.1666667,3.5,3.8333333,4.1666665,4.5,4.8333335,5.1666665,5.5,5.8333335,6.1666665,6.5,6.8333335,7.1666665
YAL001C,78.98126221,78.04442596,76.16856384,76.42932892,75.68188477,75.77697754,76.25244141,76.20466614,78.15908813,78.65886688,77.82723236,78.20069122,76.79818726,74.75231171,74.65322113,74.37397766,75.45370483,79.01690674,82.52768707,83.94042969,84.38132477,85.45317841,89.75139618,93.14759827,93.61004639,94.30979156,96.36508942,99.42527771,99.41166687,97.8181076,95.98252106,95.66632843,98.97244263,99.26235199,96.3219986,96.63536835,98.84584045,94.84141541,93.53269196,97.93675232
YAL002W,77.2171402,77.08309174,76.31783295,73.930336,73.07211304,74.28762054,74.92357635,73.1115799,74.22618866,74.2684021,74.21759796,74.12485504,74.06130219,74.710289,75.62597656,75.87052155,76.49375153,75.61056519,75.20771027,75.91551208,76.28787994,77.2551651,78.47093964,80.34040833,81.29927063,80.36680603,80.71977234,80.94781494,80.95170593,80.97671509,81.26663971,81.79761505,81.91694641,81.93964386,83.33217621,83.60616302,84.37966156,84.40180206,84.92473602,84.79412079
YAL005C,3339.628662,3525.930908,3094.278076,2675.809326,2323.571533,2616.669922,3461.557861,3284.70874,2318.764648,986.2133789,495.5893555,138.3564453,88.088974,39.96041107,3885.386475,4934.02002,4645.901855,4685.610352,4377.382813,4192.841797,4961.29834,5110.126465,5086.556152,4707.740234,3907.300537,2995.061279,2504.859375,4382.828125,4824.181641,3942.69873,3115.687012,2303.884521,1626.710327,1079.569214,645.2696533,364.6329041,428.4484863,391.2150574,242.5193024,130.686203
YAL007C,125.9357224,128.27005,127.1684189,129.1656952,128.1214447,124.8761215,124.8738403,123.8638153,127.9319305,127.5909805,124.8339615,125.4232025,126.3323669,126.2826538,123.5523987,124.5847931,120.0496445,121.0669327,120.6257172,122.0407944,124.6514282,127.3180542,132.6114349,126.3606186,130.3416748,124.5052032,124.6234665,131.0928192,131.9479675,133.1195374,135.4624023,136.2996826,141.1422119,143.8483887,147.6115265,152.2746582,158.866684,161.6688995,165.4105682,165.1007538
YAL008W,82.82640839,86.27528381,84.69049072,89.12381744,87.39613342,86.68096161,88.32795715,88.27061462,87.84619904,88.46305847,87.36882782,86.15414429,87.11412811,89.21284485,93.3733139,94.81924438,92.34157562,90.23619843,93.62753296,93.59442139,90.36005402,90.52580261,91.09104919,91.57009888,93.71175385,95.0059967,95.99724579,97.76765442,96.32394409,95.74229431,96.81016541,95.34765625,94.86515045,97.91360474,96.94762421,94.3928833,95.17498016,93.7756424,91.84951019,91.29268646
YAL009W,70.87660217,74.17807007,77.17072296,76.41777039,75.45714569,77.49146271,78.6991272,80.22105408,79.85839081,79.03382111,79.08726501,78.70462799,79.75364685,79.49694061,79.10212708,78.59109497,79.0319519,78.56382751,80.86844635,80.01622772,81.47654724,82.06524658,81.46541595,80.76328278,81.63689423,81.59494781,83.92975616,83.08491516,81.84893036,82.83061981,82.57312012,81.87721252,82.08695221,84.28614044,83.73149109,83.34629822,82.68122864,82.53313446,85.18553925,82.63054657
YAL010C,79.35046387,78.84912109,80.18811798,80.62911987,78.9713974,76.59996033,76.34126282,77.6855011,77.43389893,77.30919647,77.11824036,76.7408905,77.27522278,76.1500473,77.28051758,77.22647095,78.98428345,79.90491486,77.63310242,78.20656586,76.85494232,77.14225006,77.33789063,77.40382385,77.98806,76.68032074,75.62851715,76.40592194,78.02803802,77.23766327,76.43260956,77.61954498,76.26507568,78.87193298,80.2463913,79.18856812,78.86341858,77.72144318,78.60221863,77.327034
YAL011W,82.28781891,84.11526489,78.36251068,75.20922089,74.37392426,74.00784302,74.80307007,75.78432465,76.29033661,77.01857758,77.73416901,77.68041229,77.27071381,76.63447571,77.67409515,77.95742798,75.39751434,80.03664398,80.55153656,80.59894562,82.72492981,84.11312103,81.51924896,81.14705658,81.6913147,81.61862183,82.24899292,82.07948303,83.80567932,83.62648773,84.53022003,83.55638123,82.86673737,82.228302,80.04653168,80.41249084,79.62716675,80.99235535,77.49679565,81.04851532
YAL012W,212.3978729,215.767334,208.6586456,215.193161,219.3884888,218.6219635,213.8485565,224.6407776,236.3761597,239.9285889,232.8078461,216.4260864,215.8981781,213.1950073,213.2060852,215.5079193,215.7839508,213.2642975,217.2698364,224.6257172,233.9862518,234.0656738,256.6124573,275.7279968,306.1088867,313.6021118,338.0737305,376.7499695,404.4055786,418.1596985,440.7391357,489.6088867,510.1226807,539.5603638,564.3834229,543.3065796,578.3517456,606.3988037,610.7019043,622.3602295
