Systematic Name,Standard Name,Qualifier
YLR109W,AHP1,Verified
YLR110C,CCW12,Verified
YLR111W,,Dubious
YLR112W,,Dubious
YLR113W,HOG1,Verified
YLR114C,AVL9,Verified
YLR115W,CFT2,Verified
YLR116W,MSL5,Verified
YLR117C,CLF1,Verified
YLR118C,,Verified
YLR119W,SRN2,Verified
YLR120C,YPS1,Verified
YLR121C,YPS3,Verified
YLR122C,,Dubious
YLR123C,,Dubious
YLR124W,,Dubious
YLR125W,,Uncharacterized
YLR126C,,Verified
YLR127C,APC2,Verified
YLR128W,DCN1,Verified
YLR129W,DIP2,Verified
YLR130C,ZRT2,Verified
YLR131C,ACE2,Verified
YLR132C,USB1,Verified
YLR133W,CKI1,Verified
YLR134W,PDC5,Verified
YLR135W,SLX4,Verified
YLR136C,TIS11,Verified
YLR137W,RKM5,Verified
YLR138W,NHA1,Verified
YLR139C,SLS1,Verified
YLR140W,,Dubious
YLR141W,RRN5,Verified
YLR142W,PUT1,Verified
YLR143W,DPH6,Verified
YLR144C,ACF2,Verified
YLR145W,RMP1,Verified
YLR146C,SPE4,Verified
YLR147C,SMD3,Verified
YLR148W,PEP3,Verified
YLR149C,,Verified
YLR150W,STM1,Verified
YLR151C,PCD1,Verified
YLR152C,,Uncharacterized
YLR153C,ACS2,Verified
YLR154C,RNH203,Verified
YLR155C,ASP3-1,Verified
YLR156W,,Uncharacterized
YLR157C,ASP3-2,Verified
YLR158C,ASP3-3,Verified
YLR159W,,Uncharacterized
YLR160C,ASP3-4,Verified
YLR161W,,Uncharacterized
YLR162W,,Verified
YLR163C,MAS1,Verified
YLR164W,SHH4,Verified
YLR165C,PUS5,Verified
YLR166C,SEC10,Verified
YLR167W,RPS31,Verified
YLR168C,UPS2,Verified
YLR169W,,Dubious
YLR170C,APS1,Verified
YLR171W,,Dubious
YLR172C,DPH5,Verified
YLR173W,,Uncharacterized
YLR174W,IDP2,Verified
YLR175W,CBF5,Verified
YLR176C,RFX1,Verified
YLR177W,,Uncharacterized
YLR178C,TFS1,Verified
YLR179C,,Verified
YLR180W,SAM1,Verified
YLR181C,VTA1,Verified
YLR182W,SWI6,Verified
YLR183C,TOS4,Verified
YLR184W,,Dubious
YLR185W,RPL37A,Verified
YLR186W,EMG1,Verified
YLR187W,SKG3,Verified
YLR188W,MDL1,Verified
YLR189C,ATG26,Verified
YLR190W,MMR1,Verified
YLR191W,PEX13,Verified
YLR192C,HCR1,Verified
YLR193C,UPS1,Verified
YLR194C,NCW2,Verified
YLR195C,NMT1,Verified
YLR196W,PWP1,Verified
YLR197W,NOP56,Verified
YLR198C,,Dubious
YLR199C,PBA1,Verified
YLR200W,YKE2,Verified
YLR201C,COQ9,Verified
YLR202C,,Dubious
YLR203C,MSS51,Verified
YLR204W,QRI5,Verified
YLR205C,HMX1,Verified
YLR206W,ENT2,Verified
YLR207W,HRD3,Verified
YLR208W,SEC13,Verified
YLR209C,PNP1,Verified
YLR210W,CLB4,Verified
YLR211C,ATG38,Verified
YLR212C,TUB4,Verified
YLR213C,CRR1,Verified
YLR214W,FRE1,Verified
YLR215C,CDC123,Verified
YLR216C,CPR6,Verified
YLR217W,,Dubious
YLR218C,COA4,Verified
YLR219W,MSC3,Verified
YLR220W,CCC1,Verified
YLR221C,RSA3,Verified
YLR222C,UTP13,Verified
YLR223C,IFH1,Verified
YLR224W,UCC1,Verified
YLR225C,,Uncharacterized
YLR226W,BUR2,Verified
YLR227C,ADY4,Verified
YLR228C,ECM22,Verified
YLR229C,CDC42,Verified
YLR230W,,Dubious
YLR231C,BNA5,Verified
YLR232W,,Dubious
YLR233C,EST1,Verified
YLR234W,TOP3,Verified
YLR235C,,Dubious
YLR236C,,Dubious
YLR237W,THI7,Verified
YLR238W,FAR10,Verified
YLR239C,LIP2,Verified
YLR240W,VPS34,Verified
YLR241W,CSC1,Verified
YLR242C,ARV1,Verified
YLR243W,GPN3,Verified
YLR244C,MAP1,Verified
YLR245C,CDD1,Verified
YLR246W,ERF2,Verified
YLR247C,IRC20,Verified
YLR248W,RCK2,Verified
YLR249W,YEF3,Verified
YLR250W,SSP120,Verified
YLR251W,SYM1,Verified
YLR252W,,Dubious
YLR253W,MCP2,Verified
YLR254C,NDL1,Verified
YLR255C,,Dubious
YLR256W,HAP1,Verified
YLR257W,,Verified
YLR258W,GSY2,Verified
YLR259C,HSP60,Verified
YLR260W,LCB5,Verified
YLR261C,VPS63,Uncharacterized
YLR262C,YPT6,Verified
YLR263W,RED1,Verified
YLR264W,RPS28B,Verified
YLR265C,NEJ1,Verified
YLR266C,PDR8,Verified
YLR267W,BOP2,Uncharacterized
YLR268W,SEC22,Verified
YLR269C,,Dubious
YLR270W,DCS1,Verified
YLR271W,CMG1,Uncharacterized
YLR272C,YCS4,Verified
YLR273C,PIG1,Verified
YLR274W,MCM5,Verified
YLR275W,SMD2,Verified
YLR276C,DBP9,Verified
YLR277C,YSH1,Verified
YLR278C,,Uncharacterized
YLR279W,,Dubious
YLR280C,,Dubious
YLR281C,,Uncharacterized
YLR282C,,Dubious
YLR283W,,Uncharacterized
YLR284C,ECI1,Verified
YLR285W,NNT1,Verified
YLR286C,CTS1,Verified
YLR287C,,Uncharacterized
YLR287C-A,RPS30A,Verified
YLR288C,MEC3,Verified
YLR289W,GUF1,Verified
YLR290C,COQ11,Verified
YLR291C,GCD7,Verified
YLR292C,SEC72,Verified
YLR293C,GSP1,Verified
YLR294C,,Dubious
YLR295C,ATP14,Verified
YLR296W,,Dubious
YLR297W,,Verified
YLR298C,YHC1,Verified
YLR299W,ECM38,Verified
YLR300W,EXG1,Verified
YLR301W,HRI1,Verified
YLR302C,,Dubious
YLR303W,MET17,Verified
YLR304C,ACO1,Verified
YLR305C,STT4,Verified
YLR306W,UBC12,Verified
YLR307W,CDA1,Verified
YLR308W,CDA2,Verified
YLR309C,IMH1,Verified
YLR310C,CDC25,Verified
YLR311C,,Dubious
YLR312C,ATG39,Verified
YLR312W-A,MRPL15,Verified
YLR313C,SPH1,Verified
YLR314C,CDC3,Verified
YLR315W,NKP2,Verified
YLR316C,TAD3,Verified
YLR317W,,Dubious
YLR318W,EST2,Verified
YLR319C,BUD6,Verified
YLR320W,MMS22,Verified
YLR321C,SFH1,Verified
YLR322W,VPS65,Dubious
YLR323C,CWC24,Verified
YLR324W,PEX30,Verified
YLR325C,RPL38,Verified
YLR326W,,Uncharacterized
YLR327C,TMA10,Verified
YLR328W,NMA1,Verified
YLR329W,REC102,Verified
YLR330W,CHS5,Verified
YLR331C,JIP3,Dubious
YLR332W,MID2,Verified
YLR333C,RPS25B,Verified
YLR334C,,Dubious
YLR335W,NUP2,Verified
YLR336C,SGD1,Verified
YLR337C,VRP1,Verified
YLR338W,OPI9,Dubious
YLR339C,,Dubious
YLR340W,RPP0,Verified
YLR341W,SPO77,Verified
YLR342W,FKS1,Verified
YLR343W,GAS2,Verified
YLR344W,RPL26A,Verified
YLR345W,,Uncharacterized
YLR346C,CIS1,Verified
YLR347C,KAP95,Verified
YLR348C,DIC1,Verified
YLR349W,,Dubious
YLR350W,ORM2,Verified
YLR351C,NIT3,Verified
YLR352W,,Uncharacterized
YLR353W,BUD8,Verified
YLR354C,TAL1,Verified
YLR355C,ILV5,Verified
YLR356W,ATG33,Verified
YLR357W,RSC2,Verified
YLR358C,,Uncharacterized
YLR359W,ADE13,Verified
YLR360W,VPS38,Verified
YLR361C,DCR2,Verified
YLR362W,STE11,Verified
YLR363C,NMD4,Verified
YLR364W,GRX8,Verified
YLR365W,,Dubious
YLR366W,,Dubious
YLR367W,RPS22B,Verified
YLR368W,MDM30,Verified
YLR369W,SSQ1,Verified
YLR370C,ARC18,Verified
YLR371W,ROM2,Verified
YLR372W,ELO3,Verified
YLR373C,VID22,Verified
YLR374C,,Dubious
YLR375W,STP3,Verified
YLR376C,PSY3,Verified
YLR377C,FBP1,Verified
YLR378C,SEC61,Verified
YLR379W,,Dubious
YLR380W,CSR1,Verified
YLR381W,CTF3,Verified
YLR382C,NAM2,Verified
YLR383W,SMC6,Verified
YLR384C,IKI3,Verified
YLR385C,SWC7,Verified
YLR386W,VAC14,Verified
YLR387C,REH1,Verified
YLR388W,RPS29A,Verified
YLR389C,STE23,Verified
YLR390W,ECM19,Verified
YLR392C,ART10,Verified
YLR393W,ATP10,Verified
YLR394W,CST9,Verified
YLR395C,COX8,Verified
YLR396C,VPS33,Verified
YLR397C,AFG2,Verified
YLR398C,SKI2,Verified
YLR399C,BDF1,Verified
YLR400W,,Dubious
YLR401C,DUS3,Verified
YLR402W,,Dubious
YLR403W,SFP1,Verified
YLR404W,SEI1,Verified
YLR405W,DUS4,Verified
YLR406C,RPL31B,Verified
YLR407W,,Uncharacterized
YLR408C,BLS1,Verified
YLR409C,UTP21,Verified
YLR410W,VIP1,Verified
YLR411W,CTR3,Verified
YLR412W,BER1,Verified
YLR413W,INA1,Verified
YLR414C,PUN1,Verified
YLR415C,,Uncharacterized
YLR416C,,Dubious
YLR417W,VPS36,Verified
YLR418C,CDC73,Verified
YLR419W,,Uncharacterized
YLR420W,URA4,Verified
YLR421C,RPN13,Verified
YLR422W,DCK1,Verified
YLR423C,ATG17,Verified
YLR424W,SPP382,Verified
YLR425W,TUS1,Verified
YLR426W,TDA5,Uncharacterized
YLR427W,MAG2,Verified
YLR428C,,Dubious
YLR429W,CRN1,Verified
YLR430W,SEN1,Verified
YLR431C,ATG23,Verified
YLR432W,IMD3,Verified
YLR433C,CNA1,Verified
YLR434C,,Dubious
YLR435W,TSR2,Verified
YLR436C,ECM30,Verified
YLR437C,DIF1,Verified
YLR438W,CAR2,Verified
YLR439W,MRPL4,Verified
YLR440C,SEC39,Verified
YLR441C,RPS1A,Verified
YLR442C,SIR3,Verified
YLR443W,ECM7,Verified
YLR444C,,Dubious
YLR445W,GMC2,Verified
YLR446W,,Uncharacterized
YLR447C,VMA6,Verified
YLR448W,RPL6B,Verified
YLR449W,FPR4,Verified
YLR450W,HMG2,Verified
YLR451W,LEU3,Verified
YLR452C,SST2,Verified
YLR453C,RIF2,Verified
YLR454W,FMP27,Uncharacterized
YLR455W,PDP3,Verified
YLR456W,,Uncharacterized
YLR457C,NBP1,Verified
YLR458W,,Dubious
YLR459W,GAB1,Verified
YLR460C,,Uncharacterized
YLR461W,PAU4,Verified
YLR462W,,Uncharacterized
YLR463C,,Dubious
YLR464W,,Uncharacterized
YLR465C,BSC3,Dubious
YLR466W,YRF1-4,Verified
YLR467W,YRF1-5,Verified
YML001W,YPT7,Verified
YML002W,,Uncharacterized
YML003W,,Uncharacterized
YML004C,GLO1,Verified
YML005W,TRM12,Verified
YML006C,GIS4,Verified
YML007W,YAP1,Verified
YML008C,ERG6,Verified
YML009C,MRPL39,Verified
YML009C-A,,Dubious
YML010W,SPT5,Verified
YML009W-B,,Dubious
YML011C,RAD33,Verified
YML012W,ERV25,Verified
YML012C-A,,Dubious
YML013W,UBX2,Verified
YML014W,TRM9,Verified
YML015C,TAF11,Verified
YML016C,PPZ1,Verified
YML017W,PSP2,Verified
YML018C,,Verified
YML019W,OST6,Verified
YML020W,,Uncharacterized
YML021C,UNG1,Verified
YML022W,APT1,Verified
YML023C,NSE5,Verified
YML024W,RPS17A,Verified
YML025C,YML6,Verified
YML026C,RPS18B,Verified
YML027W,YOX1,Verified
YML028W,TSA1,Verified
YML029W,USA1,Verified
YML030W,RCF1,Verified
YML031W,NDC1,Verified
YML032C,RAD52,Verified
YML034W,SRC1,Verified
YML035C,AMD1,Verified
YML034C-A,,Dubious
YML036W,CGI121,Verified
YML037C,,Uncharacterized
YML038C,YMD8,Verified
YML041C,VPS71,Verified
YML042W,CAT2,Verified
YML043C,RRN11,Verified
YML046W,PRP39,Verified
YML047C,PRM6,Verified
YML048W,GSF2,Verified
YML047W-A,,Dubious
YML049C,RSE1,Verified
YML050W,AIM32,Verified
YML051W,GAL80,Verified
YML052W,SUR7,Verified
YML053C,,Uncharacterized
YML054C,CYB2,Verified
YML055W,SPC2,Verified
YML056C,IMD4,Verified
YML057W,CMP2,Verified
YML057C-A,,Dubious
YML058W,SML1,Verified
YML059C,NTE1,Verified
YML060W,OGG1,Verified
YML061C,PIF1,Verified
YML062C,MFT1,Verified
YML063W,RPS1B,Verified
YML064C,TEM1,Verified
YML065W,ORC1,Verified
YML066C,SMA2,Verified
YML067C,ERV41,Verified
YML068W,ITT1,Verified
YML069W,POB3,Verified
YML070W,DAK1,Verified
YML071C,COG8,Verified
YML072C,TCB3,Verified
YML073C,RPL6A,Verified
YML074C,FPR3,Verified
YML075C,HMG1,Verified
YML076C,WAR1,Verified
YML077W,BET5,Verified
YML078W,CPR3,Verified
YML079W,,Uncharacterized
YML080W,DUS1,Verified
YML081W,TDA9,Verified
YML082W,,Uncharacterized
YML083C,,Verified
YML084W,,Dubious
YML085C,TUB1,Verified
YML086C,ALO1,Verified
YML087C,AIM33,Verified
YML088W,UFO1,Verified
YML089C,,Dubious
YML090W,,Dubious
YML091C,RPM2,Verified
YML092C,PRE8,Verified
YML093W,UTP14,Verified
YML094W,GIM5,Verified
YML095C,RAD10,Verified
YML094C-A,,Dubious
YML096W,,Uncharacterized
YML097C,VPS9,Verified
YML098W,TAF13,Verified
YML099C,ARG81,Verified
YML100W,TSL1,Verified
YML099W-A,,Dubious
YML101C,CUE4,Verified
YML101C-A,,Dubious
YML102W,CAC2,Verified
YML103C,NUP188,Verified
YML104C,MDM1,Verified
YML105C,SEC65,Verified
YML106W,URA5,Verified
YML107C,PML39,Verified
YML108W,,Verified
YML109W,ZDS2,Verified
YML110C,COQ5,Verified
YML111W,BUL2,Verified
YML112W,CTK3,Verified
YML113W,DAT1,Verified
YML114C,TAF8,Verified
YML115C,VAN1,Verified
YML116W,ATR1,Verified
YML117W,NAB6,Verified
YML116W-A,,Dubious
YML118W,NGL3,Verified
YML119W,,Uncharacterized
YML120C,NDI1,Verified
YML121W,GTR1,Verified
YML122C,,Uncharacterized
YML123C,PHO84,Verified
YML124C,TUB3,Verified
YML125C,PGA3,Verified
YML126C,ERG13,Verified
YML127W,RSC9,Verified
YML128C,MSC1,Verified
YML129C,COX14,Verified
YML130C,ERO1,Verified
YML131W,,Verified
YML132W,COS3,Verified
YML133C,,Uncharacterized
YMR001C,CDC5,Verified
YMR002W,MIX17,Verified
YMR003W,AIM34,Verified
YMR004W,MVP1,Verified
YMR005W,TAF4,Verified
YMR006C,PLB2,Verified
YMR007W,,Uncharacterized
YMR008C,PLB1,Verified
YMR009W,ADI1,Verified
YMR010W,,Uncharacterized
YMR011W,HXT2,Verified
YMR012W,CLU1,Verified
YMR013C,SEC59,Verified
YMR014W,BUD22,Verified
YMR015C,ERG5,Verified
YMR016C,SOK2,Verified
YMR017W,SPO20,Verified
YMR018W,PEX9,Uncharacterized
YMR019W,STB4,Verified
YMR020W,FMS1,Verified
YMR021C,MAC1,Verified
YMR022W,UBC7,Verified
YMR023C,MSS1,Verified
YMR024W,MRPL3,Verified
YMR025W,CSI1,Verified
YMR026C,PEX12,Verified
YMR027W,,Verified
YMR028W,TAP42,Verified
YMR029C,FAR8,Verified
YMR030W,RSF1,Verified
YMR031C,EIS1,Verified
YMR031W-A,,Dubious
YMR032W,HOF1,Verified
YMR033W,ARP9,Verified
YMR034C,RCH1,Verified
YMR035W,IMP2,Verified
YMR036C,MIH1,Verified
YMR037C,MSN2,Verified
YMR038C,CCS1,Verified
YMR039C,SUB1,Verified
YMR040W,YET2,Verified
YMR041C,ARA2,Verified
YMR042W,ARG80,Verified
YMR043W,MCM1,Verified
YMR044W,IOC4,Verified
YMR047C,NUP116,Verified
YMR048W,CSM3,Verified
YMR049C,ERB1,Verified
YMR052C-A,,Dubious
YMR052W,FAR3,Verified
YMR053C,STB2,Verified
YMR054W,STV1,Verified
YMR055C,BUB2,Verified
YMR056C,AAC1,Verified
YMR057C,,Dubious
YMR058W,FET3,Verified
YMR059W,SEN15,Verified
YMR060C,SAM37,Verified
YMR061W,RNA14,Verified
YMR062C,ARG7,Verified
YMR063W,RIM9,Verified
YMR064W,AEP1,Verified
YMR065W,KAR5,Verified
YMR066W,SOV1,Verified
YMR067C,UBX4,Verified
YMR068W,AVO2,Verified
YMR069W,NAT4,Verified
YMR070W,MOT3,Verified
YMR071C,TVP18,Verified
YMR072W,ABF2,Verified
YMR073C,IRC21,Verified
YMR074C,SDD2,Verified
YMR075C-A,,Dubious
YMR075W,RCO1,Verified
YMR076C,PDS5,Verified
YMR077C,VPS20,Verified
YMR078C,CTF18,Verified
YMR079W,SEC14,Verified
YMR080C,NAM7,Verified
YMR081C,ISF1,Verified
YMR082C,,Uncharacterized
YMR083W,ADH3,Verified
YMR084W,,Uncharacterized
YMR085W,,Uncharacterized
YMR086C-A,,Dubious
YMR086W,SEG1,Verified
YMR087W,,Verified
YMR088C,VBA1,Verified
YMR089C,YTA12,Verified
YMR090W,,Uncharacterized
YMR091C,NPL6,Verified
YMR092C,AIP1,Verified
YMR093W,UTP15,Verified
YMR094W,CTF13,Verified
YMR095C,SNO1,Verified
YMR096W,SNZ1,Verified
YMR097C,MTG1,Verified
YMR098C,ATP25,Verified
YMR099C,,Verified
YMR100W,MUB1,Verified
YMR101C,SRT1,Verified
YMR102C,,Uncharacterized
YMR103C,,Uncharacterized
YMR104C,YPK2,Verified
YMR105C,PGM2,Verified
YMR106C,YKU80,Verified
YMR107W,SPG4,Verified
YMR108W,ILV2,Verified
YMR109W,MYO5,Verified
YMR110C,HFD1,Verified
YMR111C,,Verified
YMR112C,MED11,Verified
YMR113W,FOL3,Verified
YMR114C,,Verified
YMR115W,MGR3,Verified
YMR116C,ASC1,Verified
YMR117C,SPC24,Verified
YMR118C,SHH3,Uncharacterized
YMR119W,ASI1,Verified
YMR119W-A,,Dubious
YMR120C,ADE17,Verified
YMR121C,RPL15B,Verified
YMR122C,,Uncharacterized
YMR123W,PKR1,Verified
YMR124W,EPO1,Verified
YMR125W,STO1,Verified
YMR126C,DLT1,Uncharacterized
YMR127C,SAS2,Verified
YMR128W,ECM16,Verified
YMR129W,POM152,Verified
YMR130W,,Uncharacterized
YMR131C,RRB1,Verified
YMR132C,JLP2,Uncharacterized
YMR133W,REC114,Verified
YMR134W,ERG29,Verified
YMR135C,GID8,Verified
YMR135W-A,,Dubious
YMR136W,GAT2,Verified
YMR137C,PSO2,Verified
YMR138W,CIN4,Verified
YMR139W,RIM11,Verified
YMR140W,SIP5,Verified
YMR141C,,Uncharacterized
YMR142C,RPL13B,Verified
YMR143W,RPS16A,Verified
YMR144W,FDO1,Uncharacterized
YMR145C,NDE1,Verified
YMR146C,TIF34,Verified
YMR147W,,Uncharacterized
YMR148W,OSW5,Verified
YMR149W,SWP1,Verified
YMR150C,IMP1,Verified
YMR151W,YIM2,Dubious
YMR152W,YIM1,Verified
YMR153C-A,,Dubious
YMR153W,NUP53,Verified
YMR154C,RIM13,Verified
YMR155W,,Uncharacterized
YMR156C,TPP1,Verified
YMR157C,AIM36,Verified
YMR158W,MRPS8,Verified
YMR158W-B,,Dubious
YMR159C,ATG16,Verified
YMR160W,,Verified
YMR161W,HLJ1,Verified
YMR162C,DNF3,Verified
YMR163C,INP2,Verified
YMR164C,MSS11,Verified
YMR165C,PAH1,Verified
YMR166C,MME1,Verified
YMR167W,MLH1,Verified
YMR168C,CEP3,Verified
YMR169C,ALD3,Verified
YMR170C,ALD2,Verified
YMR171C,EAR1,Verified
YMR172C-A,,Dubious
YMR172W,HOT1,Verified
YMR173W,DDR48,Verified
YMR173W-A,,Dubious
YMR174C,PAI3,Verified
YMR175W,SIP18,Verified
YMR176W,ECM5,Verified
YMR177W,MMT1,Verified
YMR178W,,Verified
YMR179W,SPT21,Verified
YMR180C,CTL1,Verified
YMR181C,,Uncharacterized
YMR182C,RGM1,Verified
YMR183C,SSO2,Verified
YMR184W,ADD37,Verified
YMR185W,RTP1,Verified
YMR186W,HSC82,Verified
YMR187C,,Uncharacterized
YMR188C,MRPS17,Verified
YMR189W,GCV2,Verified
YMR190C,SGS1,Verified
YMR191W,SPG5,Verified
YMR192W,GYL1,Verified
YMR193C-A,,Dubious
YMR193W,MRPL24,Verified
YMR194W,RPL36A,Verified
YMR195W,ICY1,Verified
YMR196W,,Uncharacterized
YMR197C,VTI1,Verified
YMR198W,CIK1,Verified
YMR199W,CLN1,Verified
YMR200W,ROT1,Verified
YMR201C,RAD14,Verified
YMR202W,ERG2,Verified
YMR203W,TOM40,Verified
YMR204C,INP1,Verified
YMR205C,PFK2,Verified
YMR206W,,Uncharacterized
YMR207C,HFA1,Verified
YMR208W,ERG12,Verified
YMR209C,,Uncharacterized
YMR210W,MGL2,Verified
YMR211W,DML1,Verified
YMR212C,EFR3,Verified
YMR213W,CEF1,Verified
YMR214W,SCJ1,Verified
YMR215W,GAS3,Verified
YMR216C,SKY1,Verified
YMR217W,GUA1,Verified
YMR218C,TRS130,Verified
YMR219W,ESC1,Verified
YMR220W,ERG8,Verified
YMR221C,FMP42,Uncharacterized
YMR222C,FSH2,Verified
YMR223W,UBP8,Verified
YMR224C,MRE11,Verified
YMR225C,MRPL44,Verified
YMR226C,,Verified
YMR227C,TAF7,Verified
YMR228W,MTF1,Verified
YMR229C,RRP5,Verified
YMR230W,RPS10B,Verified
YMR231W,PEP5,Verified
YMR232W,FUS2,Verified
YMR233W,TRI1,Verified
YMR234W,RNH1,Verified
YMR235C,RNA1,Verified
YMR236W,TAF9,Verified
YMR237W,BCH1,Verified
YMR238W,DFG5,Verified
YMR239C,RNT1,Verified
YMR240C,CUS1,Verified
YMR241W,YHM2,Verified
YMR242C,RPL20A,Verified
YMR243C,ZRC1,Verified
YMR244C-A,COA6,Verified
YMR244W,,Uncharacterized
YMR245W,,Dubious
YMR246W,FAA4,Verified
YMR247C,RKR1,Verified
YMR250W,GAD1,Verified
YMR251W,GTO3,Verified
YMR251W-A,HOR7,Verified
YMR252C,,Uncharacterized
YMR253C,,Uncharacterized
YMR254C,,Dubious
YMR255W,GFD1,Verified
YMR256C,COX7,Verified
YMR257C,PET111,Verified
YMR258C,ROY1,Verified
YMR259C,TRM732,Verified
YMR260C,TIF11,Verified
YMR261C,TPS3,Verified
YMR262W,,Uncharacterized
YMR263W,SAP30,Verified
YMR264W,CUE1,Verified
YMR265C,,Uncharacterized
YMR266W,RSN1,Verified
YMR267W,PPA2,Verified
YMR268C,PRP24,Verified
YMR269W,TMA23,Verified
YMR270C,RRN9,Verified
YMR271C,URA10,Verified
YMR272C,SCS7,Verified
YMR273C,ZDS1,Verified
YMR274C,RCE1,Verified
YMR275C,BUL1,Verified
YMR276W,DSK2,Verified
YMR277W,FCP1,Verified
YMR278W,PRM15,Verified
YMR279C,,Verified
YMR280C,CAT8,Verified
YMR281W,GPI12,Verified
YMR282C,AEP2,Verified
YMR283C,RIT1,Verified
YMR284W,YKU70,Verified
YMR285C,NGL2,Verified
YMR286W,MRPL33,Verified
YMR287C,DSS1,Verified
YMR288W,HSH155,Verified
YMR289W,ABZ2,Verified
YMR290C,HAS1,Verified
YMR290W-A,,Dubious
YMR291W,TDA1,Verified
YMR292W,GOT1,Verified
YMR293C,HER2,Verified
YMR294W,JNM1,Verified
YMR294W-A,,Dubious
YMR295C,,Verified
YMR296C,LCB1,Verified
YMR297W,PRC1,Verified
YMR298W,LIP1,Verified
YMR299C,DYN3,Verified
YMR300C,ADE4,Verified
YMR301C,ATM1,Verified
YMR302C,YME2,Verified
YMR303C,ADH2,Verified
YMR304C-A,,Dubious
YMR304W,UBP15,Verified
YMR305C,SCW10,Verified
YMR306C-A,,Dubious
YMR306W,FKS3,Verified
YMR307W,GAS1,Verified
YMR308C,PSE1,Verified
YMR309C,NIP1,Verified
YMR310C,,Uncharacterized
YMR311C,GLC8,Verified
YMR312W,ELP6,Verified
YMR313C,TGL3,Verified
YMR314W,PRE5,Verified
YMR315W,,Verified
YMR316C-A,,Uncharacterized
YMR316C-B,,Dubious
YMR316W,DIA1,Verified
YMR317W,,Uncharacterized
YMR318C,ADH6,Verified
YMR319C,FET4,Verified
YMR320W,,Uncharacterized
YMR321C,,Uncharacterized
YMR322C,SNO4,Verified
YMR323W,ERR3,Verified
YMR324C,,Dubious
YMR325W,PAU19,Verified
YMR326C,,Dubious
YNL001W,DOM34,Verified
YNL002C,RLP7,Verified
YNL003C,PET8,Verified
YNL004W,HRB1,Verified
YNL005C,MRP7,Verified
YNL006W,LST8,Verified
YNL007C,SIS1,Verified
YNL008C,ASI3,Verified
YNL009W,IDP3,Verified
YNL010W,,Uncharacterized
YNL011C,,Uncharacterized
YNL012W,SPO1,Verified
YNL013C,,Dubious
YNL014W,HEF3,Verified
YNL015W,PBI2,Verified
YNL016W,PUB1,Verified
YNL017C,,Dubious
YNL018C,,Uncharacterized
YNL019C,,Uncharacterized
YNL020C,ARK1,Verified
YNL021W,HDA1,Verified
YNL022C,RCM1,Verified
YNL023C,FAP1,Verified
YNL024C,EFM6,Uncharacterized
YNL025C,SSN8,Verified
YNL026W,SAM50,Verified
YNL027W,CRZ1,Verified
YNL028W,,Dubious
YNL029C,KTR5,Verified
YNL030W,HHF2,Verified
YNL031C,HHT2,Verified
YNL032W,SIW14,Verified
YNL033W,,Uncharacterized
YNL034W,,Uncharacterized
YNL035C,,Verified
YNL036W,NCE103,Verified
YNL037C,IDH1,Verified
YNL038W,GPI15,Verified
YNL039W,BDP1,Verified
YNL040W,,Verified
YNL041C,COG6,Verified
YNL042W,BOP3,Verified
YNL043C,,Dubious
YNL044W,YIP3,Verified
YNL045W,LAP2,Verified
YNL046W,,Uncharacterized
YNL047C,SLM2,Verified
YNL048W,ALG11,Verified
YNL049C,SFB2,Verified
YNL050C,,Uncharacterized
YNL051W,COG5,Verified
YNL052W,COX5A,Verified
YNL053W,MSG5,Verified
YNL054W,VAC7,Verified
YNL055C,POR1,Verified
YNL056W,OCA2,Verified
YNL057W,,Dubious
YNL058C,,Uncharacterized
YNL059C,ARP5,Verified
YNL061W,NOP2,Verified
YNL062C,GCD10,Verified
YNL063W,MTQ1,Verified
YNL064C,YDJ1,Verified
YNL065W,AQR1,Verified
YNL066W,SUN4,Verified
YNL067W,RPL9B,Verified
YNL068C,FKH2,Verified
YNL069C,RPL16B,Verified
YNL070W,TOM7,Verified
YNL071W,LAT1,Verified
YNL072W,RNH201,Verified
YNL073W,MSK1,Verified
YNL074C,MLF3,Verified
YNL075W,IMP4,Verified
YNL076W,MKS1,Verified
YNL077W,APJ1,Verified
YNL078W,NIS1,Verified
YNL079C,TPM1,Verified
YNL080C,EOS1,Verified
YNL081C,SWS2,Verified
YNL082W,PMS1,Verified
YNL083W,SAL1,Verified
YNL084C,END3,Verified
YNL085W,MKT1,Verified
YNL086W,SNN1,Verified
YNL087W,TCB2,Verified
YNL088W,TOP2,Verified
YNL089C,,Dubious
YNL090W,RHO2,Verified
YNL091W,NST1,Verified
YNL092W,,Verified
YNL093W,YPT53,Verified
YNL094W,APP1,Verified
YNL095C,,Uncharacterized
YNL096C,RPS7B,Verified
YNL097C,PHO23,Verified
YNL098C,RAS2,Verified
YNL099C,OCA1,Verified
YNL100W,MIC27,Verified
YNL101W,AVT4,Verified
YNL102W,POL1,Verified
YNL103W,MET4,Verified
YNL104C,LEU4,Verified
YNL105W,RRT16,Dubious
YNL106C,INP52,Verified
YNL107W,YAF9,Verified
YNL108C,,Verified
YNL109W,,Dubious
YNL110C,NOP15,Verified
YNL111C,CYB5,Verified
YNL112W,DBP2,Verified
YNL113W,RPC19,Verified
YNL114C,,Dubious
YNL115C,,Uncharacterized
YNL116W,DMA2,Verified
YNL117W,MLS1,Verified
YNL118C,DCP2,Verified
YNL119W,NCS2,Verified
YNL120C,,Dubious
YNL121C,TOM70,Verified
YNL122C,,Verified
