Accession,Peptides used for quantitation,BY,BY 2,RM,RM 2,7.3.d,11.2.d,7.8.d,4.4.d,6.4.d,3.4.d,9.6.d,2.4.a,23.5.d,18.1.d,20.1.d,8.2.d,17.2.d,1.3.d,1.1.d,14.2.c
YGR159C,8,-0.453945135,-0.597415749,0.917741256,0.873631512,0.294009164,0.621000185,0.641096788,0.4336108,0.624696377,0.759253892,0.607354495,1.062514057,0.613559072,0.718439227,0.436296403,0.790462082,0.489748524,0.671749465,0.862139533,1.096768949
YGR244C,10,1.191757475,1.218097107,1.199861738,1.200274911,0.678184478,0.758811098,0.475208072,0.840066231,1.392012706,0.027410944,1.239114246,0.758312535,1.109267781,0.523586662,0.979173429,0.761435378,0.193933803,0.185993566,0.60333531,0.121024304
YGR282C,9,2.059223004,2.112492247,2.035844098,2.075304586,2.189993361,2.348588686,1.99736975,2.278480872,2.540551613,1.555571348,1.975172381,1.537936656,2.643352287,1.982460199,2.468108338,1.820167109,2.299854943,1.858493624,2.235651838,2.243263911
YJR065C,10,0.927956209,0.847632292,1.264808384,1.309797054,1.234419332,1.078180256,0.771547664,1.44497193,1.054411864,1.159725185,1.316233647,0.029107635,1.068931287,0.812964387,1.248775185,0.782158476,1.08954164,0.723102812,0.961049608,0.971699302
YMR099C,10,0.697463455,0.657322183,0.390180347,0.466293634,0.593683136,0.66873319,0.290615095,0.23895029,0.720549388,0.905323425,0.935578196,-0.198949896,0.720606581,0.406108621,0.524019327,0.511209594,0.168243918,0.250047324,0.727170132,0.474054433
YMR146C,10,0.923329165,0.914293958,1.327551438,1.319701526,1.148852468,1.170183012,1.231177451,1.427359335,1.188460277,1.277715125,1.264431395,1.263080059,1.187078501,1.151201994,1.26378946,1.245012935,0.865837703,0.803351731,1.289680102,1.332877783
YNL301C,10,3.32599903,3.313867305,2.926876869,2.943768035,3.097965213,2.929842307,3.454885457,2.860411564,2.807905575,3.447609078,3.090004335,3.502464743,3.421930654,3.547659081,3.022912107,3.3469335,3.36691155,3.801403469,3.517843144,3.533498926
YOL127W,8,5.23803724,5.123633009,4.384313474,4.467805104,4.441959315,4.689003528,5.271847199,4.101342414,4.897125396,4.608461494,4.635242108,5.636502917,4.660305753,5.049896079,4.268943751,5.168732879,4.975252453,5.247815243,4.858790246,5.165944252
YOR298C-A,8,3.436196121,3.237035105,2.801923444,2.806828291,2.740934095,2.826840129,3.272071092,2.334969698,3.128744393,2.962549011,2.804216313,3.458531288,3.2439178,3.213592572,2.73398748,3.311790505,3.502782415,3.40346624,2.938661159,3.346123594
YOR332W,9,2.743862716,2.756019124,1.871894905,1.868864123,2.097914627,2.456549624,2.901278327,1.403089001,2.227328071,2.053715363,2.093893809,2.665535257,1.990579692,2.212502037,1.701594121,2.159275377,2.672434789,2.150047036,2.551162432,2.048736133
YOR369C,11,3.106851675,3.078181328,4.091596145,4.077552984,3.90281286,3.831255811,3.548869631,3.943475629,3.410512587,4.003593517,3.928095082,2.688579132,3.824110341,3.672283687,3.869058357,3.911901933,3.87394348,3.534625199,3.893012184,4.174480639
YPL235W,10,-0.094658964,-0.046596015,-0.560396871,-0.437563268,-0.582538776,-0.755014251,-0.07955623,-0.876770247,-0.084733853,-0.288877832,-0.299779886,0.204998942,-0.267996286,-0.423374512,-0.68662295,-0.185065094,-0.565312283,-0.320127947,-0.197898639,-0.288703249
YBR177C,8,0.346036196,0.359472869,0.359848592,0.372754353,0.466837832,-0.011252135,-0.06697661,0.446618455,0.694570862,0.442117385,0.54146028,0.507927997,0.349542473,0.084219043,0.286415668,0.23228657,-0.400716989,-0.195519494,0.279466994,0.329095478
YCL009C,9,1.531496932,1.517147906,2.175320574,2.23629549,1.315906184,2.236015902,1.852547508,1.888040297,1.518458084,1.604354572,1.456014881,3.255767824,1.435370756,1.658183997,2.166341525,2.870386139,1.713949514,3.129952489,1.73341499,2.684739443
YCR030C,9,-0.378373129,-0.315164907,-0.350090232,-0.289381993,-0.467394034,-0.545000161,-0.793274997,-0.379700866,-0.064935451,-1.01796279,-0.289591922,-0.83813157,0.006503922,-0.722678775,-0.431346067,-0.576410306,-0.738485505,-0.479229189,-0.227394024,-0.462985949
YDR172W,6,0.708054027,0.595374456,0.478201411,0.458176647,0.573799185,0.455994303,0.491779131,0.31055506,0.44423867,0.816946857,0.565699977,0.577067319,0.535977201,0.612109068,0.446739148,0.462040923,0.074712996,0.643004986,0.43182656,0.78095632
YGR185C,9,0.586481785,0.616778906,0.193395571,0.211469655,0.270120147,0.262848968,0.524928101,-0.219007041,0.082851467,0.427780901,1.050431655,0.823254641,0.382858835,0.559613063,0.052758826,0.502798887,0.637727068,0.707645297,0.269441377,0.553661619
YHR025W,9,1.96144879,2.137323609,1.469997958,1.441705542,1.493538883,1.65687196,1.902014997,1.328241144,1.762119564,1.802225833,1.668900678,1.783352447,1.36769503,1.785114856,1.334334344,2.047225102,1.800962475,1.868126024,1.554469884,1.772336571
YIL094C,9,0.526874019,0.961828793,2.929797945,2.830354585,2.028719009,1.520013399,1.129407279,2.208320292,0.967432953,2.118413597,1.497140406,1.193643715,2.04898925,0.872328397,2.561036732,0.697310914,2.517722375,0.486875485,1.817264988,1.518216354
YML028W,8,2.40955151,2.593849654,3.674108839,3.720900857,2.958177414,2.646920011,2.289082568,3.355653479,3.216075112,3.147405476,3.100200689,2.655982932,2.738549202,2.749010768,3.396626947,2.701449223,2.749491416,2.846430941,2.90007682,2.67215645
YMR169C,6,2.470496719,2.468404075,1.938804062,1.986126001,3.329088234,3.170312506,0.89996193,3.483174162,3.760350195,-0.312103999,1.719241218,-0.766973236,2.211409585,-0.573099916,3.195084296,0.147537316,-0.94072774,-0.645082097,2.45745176,0.954712165
YMR203W,9,1.653395743,1.689214596,1.445784748,1.454393511,1.534514949,1.543879433,1.667411625,1.669265227,1.855718181,1.293861326,1.699481662,1.427071537,1.75311993,1.791775225,1.622314913,1.872655285,1.233743722,1.901887742,1.683016023,1.984890595
YMR308C,10,-0.234980048,-0.483384165,-0.678874593,-0.735027154,-0.538956791,-1.177556421,-0.664801598,-0.692690521,-1.140003632,-0.291467144,-0.498894124,-0.824890466,-1.004234267,-0.638927988,-1.2180191,-0.684492118,-0.58414534,-0.422959474,-0.759844085,-0.909570798
YOR046C,8,2.808941342,2.862856266,1.907255065,1.879321183,1.945426999,2.019696048,2.630140813,1.583617145,2.446074577,2.396230362,2.456629278,3.459734384,2.491086862,2.660716322,1.90041633,2.873198531,2.564131487,2.98211686,2.117627672,2.673472283
YDL078C,8,-0.027168201,-0.098397968,0.068536477,0.155031194,-0.041011555,-0.09897291,-0.141282126,0.006041419,0.371656097,-0.288919289,0.292608387,-0.521596941,0.307718261,-0.129910054,0.261300123,-0.048793023,0.033144547,0.063592843,-0.076593625,0.077177087
YEL031W,7,-1.045169303,-1.123733026,-0.028984564,-0.051798682,-0.178304711,-0.72521476,-1.077902838,0.088709732,-1.407040558,-0.3406074,-0.255852042,-1.494087326,-1.10278315,-1.172969708,-0.63024276,-1.359852027,-0.952237051,-0.423563276,-0.922981411,-0.972475808
YEL060C,9,1.696294035,1.671663273,2.435132648,2.454075806,1.660982952,1.647770147,1.180275385,1.871790301,2.426127796,0.23257639,1.537299502,1.687245332,1.956207393,1.415094503,2.028507144,1.654282147,1.429475072,1.5092801,1.952384756,1.221433867
YHR104W,9,1.156499866,1.237557711,1.214521434,1.275201675,1.149126717,1.074348098,-0.317500474,1.591940625,1.156732565,0.032718546,0.68337457,-0.740402674,1.046907894,0.461937234,1.556587751,0.452385936,0.409777087,-0.203806317,0.878429068,0.561303303
YHR128W,9,0.446483593,0.710805423,1.581757844,1.672676194,1.387035975,1.502512665,0.875079336,1.339886638,0.537880778,1.292055615,1.617154306,0.341921969,0.904530503,1.200132906,1.200742523,1.400714122,1.035226894,0.446128357,1.63097543,1.543414061
YJL200C,6,-0.067149148,-0.048870515,0.443898822,0.561036811,-1.195156927,-1.391281679,1.099635695,0.24282225,0.624434686,-0.905367916,-1.002257046,1.479610331,-0.122352071,0.099844457,-1.581614526,-0.249577056,1.845147791,0.068091227,0.953755672,-0.412465897
YKL150W,7,1.197006499,1.178930609,2.367435156,2.28282476,2.042201871,1.955433611,1.02752555,2.761824542,1.798516515,1.59024945,2.015228943,0.204043292,2.457029555,1.361827929,2.60287653,1.546454426,1.402679016,1.628870873,1.602501728,2.096615259
YPR010C,7,-0.163597199,-0.113064129,-0.225120687,-0.211638572,-0.425311586,-0.617143229,-0.428269803,-0.037244625,-1.642655926,-0.010024367,-0.404113303,0.019178604,-0.348397094,0.00501598,-0.452602046,-0.632612822,-0.314221599,0.399840126,0.019945962,-0.122428805
YER003C,7,3.686428182,3.560782156,2.960269053,2.913798604,3.432082849,3.932441938,3.912268661,2.565141002,2.772713764,3.460782326,2.919886119,3.659165422,2.770178966,3.087460372,2.490527293,3.254540218,2.956283571,3.067513355,3.851759784,3.1026436
YLR342W,9,0.098846894,0.143570307,0.403905251,0.508553482,0.435904045,-0.534670395,-0.523111552,1.029936796,-0.582808322,0.714978137,0.356652683,-0.183026599,0.150994755,0.10782781,0.137348128,-0.273726513,-0.151694645,0.506802505,0.446662771,-0.125133916
YBL002W,10,3.825562076,3.863049912,3.647805267,3.658990079,3.417211043,3.814748031,3.849573478,3.373112659,4.004158396,3.314759602,3.926063447,3.862149319,4.098273113,3.475307872,3.643268776,3.745236179,3.895938873,3.976340383,3.959925049,4.193618332
YBR169C,10,2.978501726,2.987094002,1.663565651,1.775440545,2.127597522,2.261354201,2.816571853,1.623322886,2.700092326,2.582991942,2.355821634,2.761380236,2.13006181,2.486668583,1.72034165,2.596053195,2.499401257,2.725499055,2.363160036,2.516892111
YDR188W,10,0.715243699,0.646998258,0.593517715,0.633858274,0.780551077,0.566754913,0.876779231,0.526156458,0.815941229,0.942315749,0.854488992,0.613493583,0.537369008,0.694383,0.472877886,0.814118069,0.367265084,0.652502327,0.626368771,0.836861262
YDR353W,10,2.57274368,2.711727546,1.820655446,1.840418119,2.257551839,2.137065212,2.516667764,1.759613958,2.443932005,2.200293442,2.163037116,2.259150729,2.261251416,2.478796604,2.032473667,2.242136771,1.927813857,2.158593786,2.150957647,2.231654346
YFR010W,8,0.412838119,0.411521896,-0.457608615,-0.522266694,-0.304497895,-0.271556282,0.005072711,-0.556341027,0.231439844,-0.319843639,0.106821327,-0.049497511,-0.018363211,0.1560388,-0.465145987,0.077771192,0.041886887,0.061384613,-0.323834923,-0.021651966
YGR211W,10,0.707513892,0.882242166,1.305610597,1.290547076,1.064047361,0.957279841,1.433401704,1.005325156,1.029051735,1.268866617,1.124240923,1.366916706,1.246505972,1.354557004,1.154698822,1.464767883,1.182233159,1.617978709,1.330097076,1.638428095
YHL001W,8,3.917758436,3.945864937,4.510132093,4.540076152,4.500832027,4.448223279,4.419408196,4.29634167,4.091149912,4.398937039,4.629108986,3.926776256,4.27027267,4.508636342,4.156035911,4.338505688,4.200123278,4.872530288,4.651026345,4.641193971
YIL022W,9,-0.300093927,-0.307208101,-0.73885676,-0.696668208,-0.783185662,-0.433435195,-0.298859409,-0.848509275,-0.063885879,-0.989019926,-0.497176563,-0.113239385,-0.131786436,-0.345534397,-0.49719286,0.012271035,-1.117911822,-0.294367471,-0.285900176,0.122694448
YKL145W,10,1.277884301,1.241157393,1.131367856,1.072854073,1.11166148,1.047010633,1.468983252,0.954936572,1.232548238,1.108729359,1.131491403,1.632276864,1.509490414,1.587897693,1.09837407,1.297703677,1.693733233,1.553515244,1.25161753,1.377251029
YLR175W,7,-1.150108091,-1.144195499,0.285408847,0.279372922,-0.282564953,-0.453923123,-1.085818296,0.366542934,-1.112736998,0.245259652,-0.05896156,-1.270552193,-0.253727336,-0.540451714,0.151573446,-0.613911315,-0.755760835,-0.485735919,0.054722081,-0.035764414
YMR235C,8,1.089450719,0.999235019,0.632362862,0.562870872,0.902300245,0.662290422,0.826256232,0.464926151,0.719201585,1.037401851,0.872066024,0.586608103,0.874226409,0.794419949,0.360905691,0.743822227,1.003581987,1.048590321,0.7755784,1.007146326
YNL061W,10,0.866047465,0.825439311,0.058501461,0.043589036,0.262197454,0.135576521,1.119362726,-0.224631041,0.641290429,0.359291389,0.206660031,1.490719968,0.667006039,0.942689912,-0.04817312,0.805810433,0.393692663,1.11480765,0.370930033,0.986986443
YPL154C,7,1.531779134,1.585052249,2.695720374,2.787319586,2.482006572,2.564820549,1.022535181,3.100496578,2.39665923,1.62056599,2.384918654,0.348344275,2.050608995,0.995885596,2.630114769,1.149061394,1.405247639,0.790102067,1.998757196,1.479301813
YPR110C,9,0.720983225,0.599142692,0.500826448,0.560035372,0.594032248,0.650529193,1.048266523,0.620307779,0.6805021,0.897717387,0.825949421,1.032652839,0.663649677,0.872979875,0.524894587,0.818446022,0.529282495,0.778701961,0.608710271,0.922729772
YBL058W,8,0.594827501,0.650437273,0.207619839,0.282261095,0.260762842,0.54600495,0.554943119,0.079809581,0.61817523,-0.096490791,0.496579651,0.197493163,0.602214145,0.355599224,0.35738109,0.50370685,0.77085773,-0.136058221,0.419890837,0.320533735
YDL100C,8,2.529801193,2.639664403,1.508850945,1.442224584,1.806298803,1.858871557,2.280931428,1.293131359,2.379602011,2.050217593,2.04822838,2.751192592,2.016239751,2.402610517,1.932346205,2.420126281,2.191414688,2.393144721,1.817834805,1.921583622
YER073W,9,-0.494480781,-0.616444266,-0.094199129,-0.216180681,-0.973733885,-0.269866488,-0.255605242,-0.129950958,0.009195625,0.168032267,0.514354994,0.726048959,0.544546359,0.126391175,-1.035915249,0.221165956,-0.229384095,1.013977,0.040082266,-0.252665893
YGR253C,8,2.260047795,2.709705712,1.82897519,1.831249639,1.737192547,2.187586195,2.036686108,1.498391241,2.163056169,1.723850509,2.319207144,2.170302713,2.497706403,2.587940855,2.015543765,2.406615925,2.919108319,2.771325788,2.533223927,2.279988214
YHR042W,8,0.823349395,0.888154758,3.293484798,3.297420729,0.53249328,0.400396726,3.00481488,0.637449259,0.506653668,0.947119173,3.367298431,1.976173971,0.710449675,2.767165787,0.43846767,2.955625902,0.528768142,1.306899279,3.287466572,2.745552046
YJL026W,4,0.085284617,-0.018537237,0.175102657,0.51391755,0.150564956,0.09285438,0.536761586,0.084514075,0.368531671,0.23579843,0.448856617,-0.994506173,0.761114711,-0.052835028,0.423682203,0.010574252,0.900065194,-0.002281012,0.767002231,0.354393136
YKL216W,9,0.796729103,0.690297128,2.458550359,2.485481014,1.021606932,0.895603825,0.92563419,0.864482351,1.062597642,2.688006838,2.61641584,2.71397683,2.52682224,2.499339798,0.974838918,2.506496981,0.735666016,0.637085681,0.82274608,0.90866167
YKR016W,7,-0.56223775,-0.607482406,0.546023336,0.526813829,0.159318601,0.110944925,-0.470844685,0.393780679,0.001509857,-0.025996944,0.08098231,-1.450977934,0.478302242,-0.343912338,0.329775813,-0.08976611,0.325191588,-0.305233613,0.217914022,0.512585462
YLR270W,8,1.550255255,1.529688565,1.526024766,1.554499621,1.515697914,1.628735919,0.8798536,1.555915493,1.764965133,1.001621984,1.47674474,1.85451662,1.404767594,0.66454696,1.572725144,1.053538113,0.961095959,1.048437318,1.238925571,1.131303731
YLR347C,7,1.569952104,1.982009593,0.743577458,0.514623841,0.714230651,0.413220789,0.964021854,0.470918398,2.049579422,1.062298037,1.093553532,2.81021887,1.670946794,1.826323765,0.375767333,2.372259035,1.821321342,2.183911344,0.968917478,1.134906042
YMR250W,8,0.759713074,0.869126292,-0.078804481,0.056030859,0.522522426,0.079625831,-1.323355164,0.82438906,0.638551669,-1.67071243,0.235191807,-2.01761913,-0.018825335,-1.549067707,0.34823871,-1.026259046,-1.523172012,-1.415943879,-0.232632611,-1.117300945
YNL239W,8,2.944417575,2.992028039,2.338134327,2.333722325,2.661561574,3.030177601,2.948609406,1.986575489,3.590010098,2.296794885,2.929223794,2.990096448,3.137917516,2.983761054,2.448830271,2.770376846,3.391873801,2.910637775,3.003400645,2.728589842
YNR043W,8,2.317205923,2.342258893,2.005319048,2.072538162,1.675380638,1.43351754,2.004322605,1.165119511,1.680498204,2.742163337,2.686338808,3.198322348,2.279963253,2.190899332,1.311449911,2.777664231,2.112095528,2.720876267,1.482658063,2.611591793
YOL061W,7,1.539661926,1.553924479,0.757598119,0.843887914,1.446367512,1.205754244,1.16930929,0.566803681,1.710637627,1.761628755,1.641405662,1.029550735,1.288708271,1.723641142,1.160137366,1.676963166,1.132417411,1.29851404,1.212206772,1.209959434
YPR102C,8,4.63665297,4.584018277,4.07198536,4.07554705,4.181832078,4.377425229,4.557349807,3.76421605,4.449767612,4.17977399,4.272263415,4.363702074,4.598384054,4.625303798,3.90001312,4.610183198,4.655273361,4.824464861,4.5480245,4.715294011
YPR183W,6,0.92782615,0.962430649,1.213787644,1.147229385,0.766094047,0.205916907,0.293941366,0.896149466,0.436002812,1.137536171,1.11588491,1.400908267,1.005857808,0.939059687,0.67971677,0.903051615,0.567034051,1.220031013,1.202541949,0.874245096
YBR248C,6,-0.414881367,-0.452294291,-0.435414637,-0.361675921,-0.604922234,-0.866574319,-0.339480977,-0.452992419,-0.795042636,-0.108205331,-0.453226688,0.318202042,-0.47762866,-0.371012744,-0.54823952,-0.259594143,-0.28769967,0.196810294,-0.16605175,0.042666006
YHR163W,3,-1.525312833,-1.109608118,0.220689976,0.215208653,0.056116962,-0.477173108,-0.397051574,-0.470707617,0.293996315,-0.048615309,-0.155133766,-0.115229164,-0.162520249,-0.512076362,-0.437165138,0.006021798,-0.046552036,-0.107295794,-0.52002757,-0.251108161
YKL103C,7,1.95106284,1.852466274,2.304411457,2.271776319,2.019589221,1.93214802,1.059445248,1.966297203,1.886552708,1.378135047,2.211251513,0.996388793,1.419444896,1.561347152,2.058688873,1.607229045,1.589550558,0.74733346,1.628138431,1.111325038
YLR359W,5,3.470973763,3.288719225,2.573299054,2.545625193,2.91265522,2.462642694,3.29986993,2.236377044,3.285731357,3.610665214,3.362230628,3.210788386,3.276956188,3.508608407,2.637167156,3.600764808,3.770940589,3.517126463,2.968372341,3.153492617
YML048W,7,0.357220894,0.239842091,-0.284825805,-0.268207437,-0.191171606,-0.431894449,-0.127131076,-0.36611065,-0.243423028,-0.025166165,0.014390903,0.251508493,0.297490227,0.360362275,-0.295979337,0.023536611,0.0918065,0.42508338,0.174191401,-0.060216383
YOR347C,6,4.375255013,4.3758251,3.836206653,3.746543519,4.283802991,4.044546652,4.106569454,3.735242786,4.104307067,3.958653049,4.038167956,3.899979021,4.357907409,4.537161554,4.149100194,4.051597192,4.378270832,4.21045257,4.250023426,4.109896615
YPL237W,10,0.771180867,0.776119173,2.278298953,2.350408416,2.484686336,1.437553316,0.095573215,2.482148703,-0.229578473,3.013213725,1.113575433,0.22176322,2.70205963,1.547448994,2.509549322,0.517268279,1.498176602,1.909153359,1.359400237,1.575501675
YER125W,4,0.05082966,0.295049562,0.239746591,0.369535873,-0.108501935,0.185839942,0.358010644,-0.164001634,0.085397682,0.103398791,0.3475904,-0.560809664,0.848532909,0.278887693,0.555888263,0.590346255,0.888524132,0.405535637,0.694700843,0.873643896
YGL173C,7,0.190639687,-0.036088496,1.27370264,1.139893533,1.444260059,0.624359799,-0.385949297,1.167462525,0.337487012,0.790290479,1.506926807,-2.311858598,0.242002509,-0.030495968,0.715447408,-0.015735989,-0.385123578,0.2305366,0.775653398,0.261155618
