Plate,Well,ID2,ID3,AVG Events,Events SD,AVG Mean,AVG SD,AVD Median
12,N9,YGR166W,96_wellG9,7396.33,2688.56,5.60,2.57,5.27
12,O1,YOR260W,96_wellH1,4856.67,398.04,12.87,6.50,11.93
12,O13,YLR259C,96_wellH4,4135.67,97.08,5.00,2.53,4.60
12,O17,YLR120C,96_wellH5,6291.00,528.52,6.13,2.83,5.73
12,O21,YDR110W,96_wellH6,6527.67,694.35,5.07,2.57,4.73
12,O5,YPR171W,96_wellH2,6359.67,861.02,6.00,2.83,5.67
12,O9,YER124C,96_wellH3,6316.00,978.64,4.77,2.13,4.47
12,P1,YCR065W,96_wellH7,6069.00,524.49,4.97,2.67,4.57
12,P13,YPL086C,96_wellH10,6474.33,893.56,9.40,3.97,8.97
12,P17,YBR196C,96_wellH11,4636.33,449.70,219.97,109.53,208.73
12,P21,YBR248C,96_wellH12,5428.33,926.40,16.37,8.07,15.43
12,P5,YDL042C,96_wellH8,3800.33,664.56,5.33,2.33,5.00
12,P9,YMR145C,96_wellH9,5859.33,1535.98,5.47,2.47,5.17
13,A1,YML069W,96_wellA1,25236.00,885.67,10.73,6.07,9.47
13,A13,YBR223C,96_wellA4,18795.33,2060.77,5.87,3.17,5.37
13,A17,YNL189W,96_wellA5,21068.00,1240.76,11.13,7.17,9.53
13,A21,YIL045W,96_wellA6,16421.67,932.74,6.07,2.90,5.57
13,A5,YPL260W,96_wellA2,23862.33,2806.32,16.43,10.70,13.80
13,A9,YKL140W,96_wellA3,22061.00,1736.01,6.40,3.13,5.80
13,B1,YDR147W,96_wellA7,17945.33,1287.16,6.13,3.03,5.60
13,B13,YBL015W,96_wellA10,19198.33,2022.11,6.00,3.03,5.50
13,B17,YBR028C,96_wellA11,17602.33,2660.35,7.70,3.90,6.97
13,B21,YGL078C,96_wellA12,19868.00,2137.59,12.90,7.30,11.53
13,B5,YDL020C,96_wellA8,13082.67,757.08,5.80,2.73,5.33
13,B9,YKL139W,96_wellA9,17628.33,978.37,6.50,3.37,5.90
13,C1,YPR144C,96_wellB1,18607.67,3400.34,7.63,3.87,6.93
13,C13,YDR235W,96_wellB4,19704.33,1070.57,6.47,2.97,5.97
13,C17,YBL080C,96_wellB5,25489.00,801.30,5.70,2.73,5.20
13,C21,YLR020C,96_wellB6,22544.00,1201.95,6.60,3.27,6.00
13,C5,YMR171C,96_wellB2,19340.67,2386.87,5.97,2.73,5.50
13,C9,YOR241W,96_wellB3,17933.67,258.56,11.17,5.93,10.03
13,D1,YDR299W,96_wellB7,25922.00,1831.63,8.10,4.23,7.30
13,D13,YGL190C,96_wellB10,15862.00,4018.42,6.47,3.00,5.90
13,D17,YDL197C,96_wellB11,19604.67,1895.85,5.77,3.53,5.33
13,D21,YHR009C,96_wellB12,23229.00,4020.42,8.37,4.40,7.53
13,D5,YDL030W,96_wellB8,18035.67,612.91,5.97,3.07,5.47
13,D9,YNL077W,96_wellB9,17026.00,1837.24,5.77,2.67,5.33
13,E1,YBR200W,96_wellC1,18011.33,5002.61,7.60,4.37,6.90
13,E13,YOR002W,96_wellC4,17469.67,1791.98,6.93,3.30,6.33
13,E17,YHR006W,96_wellC5,21480.33,4682.01,5.53,2.47,5.10
13,E21,YMR015C,96_wellC6,20668.33,1817.54,9.13,4.70,8.33
13,E5,YBR158W,96_wellC2,15870.00,1125.61,5.63,2.57,5.23
13,E9,YGR041W,96_wellC3,19572.00,2488.52,5.57,2.70,5.17
13,F1,YDR434W,96_wellC7,28015.00,1771.89,7.60,3.93,6.80
13,F13,YHR207C,96_wellC10,20051.33,1514.13,7.07,3.83,6.33
13,F17,YGL122C,96_wellC11,22566.33,4152.65,13.83,8.00,12.13
13,F21,YHR086W,96_wellC12,14078.33,1603.16,7.00,3.93,6.37
13,F5,YDL178W,96_wellC8,16959.33,2869.13,7.83,4.23,7.03
13,F9,YBR214W,96_wellC9,21158.33,4974.50,9.47,5.37,8.33
13,G1,YDL225W,96_wellD1,16234.33,4689.03,10.00,5.13,9.00
13,G13,YPL212C,96_wellD4,18265.33,1459.05,7.00,3.33,6.40
13,G17,YKR016W,96_wellD5,20102.00,1294.22,5.40,2.47,5.00
13,G21,YOL033W,96_wellD6,18376.00,2413.10,5.83,2.80,5.37
13,G5,YKL089W,96_wellD2,18945.33,854.84,6.40,3.53,5.87
13,G9,YER168C,96_wellD3,16121.00,1857.06,8.23,4.57,7.43
13,H1,YKL191W,96_wellD7,19985.33,3777.21,7.53,3.73,6.90
13,H13,YML086C,96_wellD10,15671.33,2344.22,11.80,6.80,10.40
13,H17,YML096W,96_wellD11,18551.33,2703.51,5.87,2.73,5.40
13,H21,YHR216W,96_wellD12,17763.00,2210.69,14.73,8.63,12.87
13,H5,YJR049C,96_wellD8,14285.67,1661.20,6.47,3.57,5.87
13,H9,YBR274W,96_wellD9,15127.00,993.10,5.60,2.87,5.17
13,I1,YEL015W,96_wellE1,20332.33,2913.73,7.23,3.53,6.60
13,I13,YJL058C,96_wellE4,18626.00,2824.90,5.63,2.73,5.23
13,I17,YPL214C,96_wellE5,21286.33,1678.48,5.73,2.43,5.33
13,I21,YBR103W,96_wellE6,19969.33,388.34,5.83,2.63,5.43
13,I5,YPL179W,96_wellE2,19613.33,6564.11,5.57,2.97,5.13
13,I9,YMR199W,96_wellE3,19117.33,4746.74,5.73,3.00,5.27
13,J1,YOL123W,96_wellE7,19070.33,1414.70,27.60,15.90,24.00
13,J13,YMR023C,96_wellE10,22388.67,4139.61,5.60,2.60,5.20
13,J17,YOR377W,96_wellE11,18032.67,470.60,6.17,2.83,5.70
13,J21,YLR324W,96_wellE12,20573.67,2721.88,6.87,3.37,6.30
13,J5,YKR023W,96_wellE8,20165.67,2510.85,6.63,3.13,6.03
13,J9,YER025W,96_wellE9,23458.33,6449.03,5.73,4.47,5.10
13,K1,YFR028C,96_wellF1,13609.00,1551.94,6.47,2.87,6.00
13,K13,YLR023C,96_wellF4,16275.67,1204.67,5.70,2.53,5.30
13,K17,YDR061W,96_wellF5,13003.33,3911.62,6.47,3.33,5.97
13,K21,YFR006W,96_wellF6,16972.33,2323.59,7.00,3.60,6.40
13,K5,YPL228W,96_wellF2,15802.33,2285.78,6.87,3.83,6.30
13,K9,YPR033C,96_wellF3,13060.00,2841.43,19.73,10.83,17.63
13,L1,YDR195W,96_wellF7,17527.00,5052.21,6.27,3.33,5.73
13,L13,YNL138W,96_wellF10,15743.33,1896.76,7.83,3.87,7.17
13,L17,YBR138C,96_wellF11,18328.67,6351.50,5.57,2.57,5.20
13,L21,YLR432W,96_wellF12,23611.33,523.41,29.17,16.13,25.60
13,L5,YLR313C,96_wellF8,15567.67,1083.75,5.70,2.93,5.30
13,L9,YER052C,96_wellF9,16887.67,2450.53,12.17,6.73,10.90
13,M1,YJL110C,96_wellG1,19749.00,3476.98,5.90,3.20,5.47
13,M13,YPL109C,96_wellG4,13751.67,1674.12,6.07,2.93,5.67
13,M17,YDR145W,96_wellG5,24170.33,1210.92,6.43,3.53,5.87
13,M21,YGR177C,96_wellG6,17111.67,813.84,6.03,2.73,5.63
13,M5,YDR232W,96_wellG2,24520.00,1739.23,7.13,3.57,6.43
13,M9,YPL256C,96_wellG3,16769.00,1978.95,5.80,2.57,5.40
13,N1,YMR110C,96_wellG7,16121.00,523.61,6.43,2.97,5.93
13,N13,YOR360C,96_wellG10,19745.67,1340.57,7.80,3.73,7.13
13,N17,YMR215W,96_wellG11,14421.67,990.98,6.33,3.23,5.83
13,N21,YMR029C,96_wellG12,15993.33,1551.65,6.57,3.13,6.03
13,N5,YBR239C,96_wellG8,20418.00,2060.43,5.57,2.47,5.27
13,N9,YGL056C,96_wellG9,18330.00,1714.35,8.50,4.73,7.67
13,O1,YOL055C,96_wellH1,13539.00,2384.87,6.00,3.63,5.50
13,O13,YGL028C,96_wellH4,7167.33,1087.06,6.50,3.23,5.93
13,O17,YJR003C,96_wellH5,12059.33,4551.13,6.40,3.33,5.87
13,O21,YML115C,96_wellH6,10883.67,2760.82,5.80,2.93,5.37
13,O5,YER054C,96_wellH2,12003.00,1988.11,6.40,3.90,5.90
13,O9,YML124C,96_wellH3,12147.00,2547.68,8.53,4.70,7.80
13,P1,YMR297W,96_wellH7,12473.33,1846.72,5.83,2.90,5.43
13,P13,YBL054W,96_wellH10,14785.00,1121.40,6.17,3.17,5.70
13,P17,YER021W,96_wellH11,1732.00,313.77,6.50,3.40,5.93
13,P21,YOR359W,96_wellH12,8079.00,680.70,8.63,4.17,7.90
13,P5,YDL170W,96_wellH8,13950.67,1689.15,5.73,2.70,5.30
13,P9,YKL074C,96_wellH9,16216.67,2340.70,6.37,3.03,5.83
14,A1,YPL247C,96_wellA1,11032.33,1438.10,5.13,2.50,4.70
14,A13,YMR285C,96_wellA4,12599.33,1734.06,5.53,2.87,5.03
14,A17,YGR123C,96_wellA5,13014.67,4456.36,7.07,3.50,6.50
14,A21,YPL122C,96_wellA6,13328.00,2123.94,5.60,2.77,5.10
14,A5,YDR009W,96_wellA2,5531.00,980.88,5.73,3.33,5.23
14,A9,YMR064W,96_wellA3,9213.00,1288.36,5.73,2.80,5.23
14,B1,YJR015W,96_wellA7,15939.33,388.80,5.50,3.13,5.00
14,B13,YGR229C,96_wellA10,14730.67,1482.91,15.03,8.13,13.33
14,B17,YGL017W,96_wellA11,16318.67,3208.38,5.03,2.33,4.67
14,B21,YBR056W,96_wellA12,15525.67,4198.89,5.23,2.77,4.77
14,B5,YDL017W,96_wellA8,14926.00,1591.82,5.57,3.13,5.13
14,B9,YDL160C,96_wellA9,10722.67,1483.21,12.03,6.07,11.03
14,C1,YCL043C,96_wellB1,4228.00,1089.20,10.80,6.17,9.67
14,C13,YNR051C,96_wellB4,12878.00,2037.80,9.83,4.57,9.20
14,C17,YHR137W,96_wellB5,16310.33,1736.68,8.47,6.07,6.93
14,C21,YDR371W,96_wellB6,449.67,37.17,12.37,9.80,9.63
14,C5,YER006W,96_wellB2,11208.67,2230.30,12.63,7.03,11.20
14,C9,YGL112C,96_wellB3,8502.00,1838.06,7.17,3.73,6.40
14,D1,YML114C,96_wellB7,13793.00,576.14,5.63,3.03,5.17
14,D13,YLR015W,96_wellB10,16291.00,5221.01,5.23,2.37,4.80
14,D17,YGL065C,96_wellB11,12031.33,3619.66,5.87,2.97,5.37
14,D21,YGL119W,96_wellB12,15105.67,955.06,6.10,3.07,5.53
14,D5,YDR111C,96_wellB8,13811.33,2328.30,5.43,2.77,5.00
14,D9,YDR168W,96_wellB9,17418.33,1196.64,10.00,5.70,8.80
14,E1,YDL156W,96_wellC1,16187.67,3529.99,5.63,2.97,5.17
14,E13,YCR053W,96_wellC4,14959.33,903.62,55.83,32.73,48.93
14,E17,YIL001W,96_wellC5,14789.00,1972.35,5.37,2.77,4.93
14,E21,YER078C,96_wellC6,16780.00,2806.66,5.47,2.63,5.03
14,E5,YER073W,96_wellC2,16430.00,2559.00,10.10,6.33,8.63
14,E9,YIL097W,96_wellC3,12244.33,2027.37,6.07,2.87,5.57
14,F1,YMR300C,96_wellC7,16994.67,2499.69,7.73,4.40,6.90
14,F13,YNL241C,96_wellC10,13537.00,3539.81,10.20,6.03,8.90
14,F17,YLL036C,96_wellC11,14039.00,798.98,6.17,3.03,5.57
14,F21,YJR051W,96_wellC12,13963.67,1092.60,5.47,2.60,5.03
14,F5,YER090W,96_wellC8,15820.33,2504.61,9.43,4.90,8.60
14,F9,YMR169C,96_wellC9,14180.67,2174.67,5.43,2.93,5.00
14,G1,YNL116W,96_wellD1,11941.00,1368.48,6.30,3.37,5.77
14,G13,YJL025W,96_wellD4,12772.00,656.83,5.13,2.27,4.80
14,G17,YJL194W,96_wellD5,15052.67,2710.77,5.17,2.57,4.80
14,G21,YJR010W,96_wellD6,17193.33,1998.87,5.47,2.53,5.00
14,G5,YMR014W,96_wellD2,10269.00,1653.53,7.67,3.90,6.93
14,G9,YKL047W,96_wellD3,12492.67,4174.55,5.67,3.03,5.20
14,H1,YEL052W,96_wellD7,15093.33,3164.01,6.37,3.37,5.73
14,H13,YGL035C,96_wellD10,12005.00,484.48,5.70,2.73,5.20
14,H17,YOL068C,96_wellD11,11400.33,1430.36,5.60,2.70,5.17
14,H21,YMR115W,96_wellD12,19052.00,4145.43,5.47,4.30,4.80
14,H5,YGR093W,96_wellD8,14295.67,1374.33,5.53,2.63,5.17
14,H9,YMR170C,96_wellD9,13788.00,221.19,5.50,2.67,5.10
14,I1,YOR355W,96_wellE1,9792.00,2684.40,5.63,3.37,5.17
14,I13,YKL103C,96_wellE4,11180.67,1147.67,12.97,7.07,11.77
14,I17,YML120C,96_wellE5,11710.33,852.19,9.63,4.80,8.90
14,I21,YMR131C,96_wellE6,15723.00,1026.06,7.30,3.90,6.57
14,I5,YOR374W,96_wellE2,12925.00,994.75,9.70,5.50,8.53
14,I9,YPL198W,96_wellE3,13083.00,3994.28,14.37,9.77,11.83
14,J1,YLR345W,96_wellE7,16170.67,3689.93,6.63,3.27,6.07
14,J13,YHR159W,96_wellE10,14375.33,1227.61,5.63,2.93,5.17
14,J17,YKR063C,96_wellE11,16939.67,1335.02,5.30,2.70,4.87
14,J21,YNR012W,96_wellE12,12552.33,4036.07,5.77,2.90,5.33
14,J5,YGR155W,96_wellE8,12404.00,1663.96,38.30,18.60,34.87
14,J9,YNL223W,96_wellE9,15878.33,1501.61,5.53,2.60,5.07
14,K1,YKL081W,96_wellF1,10394.33,470.73,77.40,48.87,65.50
14,K13,YPR169W,96_wellF4,12112.67,1089.85,5.70,2.90,5.30
14,K17,YML128C,96_wellF5,11269.67,1179.27,6.43,3.43,5.90
14,K21,YOR310C,96_wellF6,13640.67,1845.54,15.33,7.57,14.00
14,K5,YHR170W,96_wellF2,9886.67,2666.30,13.47,7.13,12.10
14,K9,YPR002W,96_wellF3,10044.67,1323.28,5.30,2.47,4.90
14,L1,YBR139W,96_wellF7,12713.67,1948.82,6.13,3.73,5.43
14,L13,YLR197W,96_wellF10,1682.67,311.71,38.97,26.27,31.47
14,L17,YLR033W,96_wellF11,12037.67,1277.08,7.27,3.67,6.67
14,L21,YOL070C,96_wellF12,13504.67,2444.15,6.97,3.83,6.27
14,L5,YGR189C,96_wellF8,14607.33,2435.01,5.80,2.83,5.30
14,L9,YOR347C,96_wellF9,13426.67,1336.16,6.30,3.13,5.77
14,M1,YBL019W,96_wellG1,12748.33,684.34,5.67,2.67,5.27
14,M13,YDL101C,96_wellG4,12566.00,2019.20,5.47,2.47,5.10
14,M17,YMR093W,96_wellG5,14712.00,1491.83,6.03,2.90,5.60
14,M21,YFL021W,96_wellG6,12615.67,1550.97,5.77,2.70,5.33
14,M5,YKL116C,96_wellG2,4822.33,195.00,7.53,4.00,7.07
14,M9,YDL159W,96_wellG3,11019.00,754.40,6.83,3.23,6.27
14,N1,YLR121C,96_wellG7,12501.00,2880.44,5.97,3.07,5.53
14,N13,YML032C,96_wellG10,13426.67,1738.36,5.97,3.37,5.47
14,N17,YLR094C,96_wellG11,12136.33,528.67,5.87,2.77,5.40
14,N21,YAL038W,96_wellG12,12285.33,800.58,121.93,84.20,103.47
14,N5,YIL104C,96_wellG8,10405.33,856.35,6.13,3.13,5.67
14,N9,YPL140C,96_wellG9,14753.33,1204.22,5.40,2.53,4.97
14,O1,YBR227C,96_wellH1,12829.67,1624.38,6.50,3.90,5.83
14,O13,YDR169C,96_wellH4,8222.67,2739.99,7.27,3.50,6.73
14,O17,YMR283C,96_wellH5,8893.33,1954.28,6.10,2.93,5.67
14,O21,YFR039C,96_wellH6,8902.33,790.30,5.73,2.60,5.30
14,O5,YLR392C,96_wellH2,9600.33,2410.48,5.97,2.80,5.50
14,O9,YJL013C,96_wellH3,8678.33,536.57,5.53,2.37,5.20
14,P1,YOR231W,96_wellH7,14441.67,4690.75,5.93,2.83,5.50
14,P13,YDR539W,96_wellH10,10532.00,2321.80,7.33,3.70,6.70
14,P17,YPL026C,96_wellH11,8394.33,1877.67,6.20,2.97,5.77
14,P21,YCL040W,96_wellH12,11524.00,1201.65,7.37,3.67,6.80
14,P5,YML043C,96_wellH8,10969.00,1304.15,5.73,3.27,5.30
14,P9,YPL181W,96_wellH9,10116.00,862.07,6.73,3.00,6.27
15,A1,YDR036C,96_wellA1,30468.33,1710.37,6.90,3.83,6.23
15,A13,YOR269W,96_wellA4,22181.00,2759.68,5.43,3.10,4.93
15,A17,YOL112W,96_wellA5,24189.00,2512.65,5.27,2.93,4.90
15,A21,YPR119W,96_wellA6,25467.00,7218.37,5.27,2.73,4.83
15,A5,YFR010W,96_wellA2,27091.33,3934.74,6.30,3.50,5.67
15,A9,YJR122W,96_wellA3,24579.33,2604.17,5.13,2.83,4.63
15,B1,YHR183W,96_wellA7,31421.00,8189.03,84.50,58.07,69.00
15,B13,YIL131C,96_wellA10,22493.33,3261.47,4.83,2.57,4.40
15,B17,YLR175W,96_wellA11,27722.67,2833.78,9.07,5.13,8.10
15,B21,YKL028W,96_wellA12,18334.33,1663.33,6.47,3.10,6.07
15,B5,YER133W,96_wellA8,18412.67,2867.27,28.37,17.33,24.93
15,B9,YNL277W,96_wellA9,26275.67,2420.30,5.40,2.83,4.97
15,C1,YDR330W,96_wellB1,19536.67,3635.34,5.67,3.20,5.07
15,C13,YPL204W,96_wellB4,23786.67,2518.90,7.97,4.70,6.87
15,C17,YPL097W,96_wellB5,17399.67,3797.85,6.03,2.97,5.60
15,C21,YFR024C-A,96_wellB6,30433.67,2489.29,12.67,6.00,11.73
15,C5,YHR070W,96_wellB2,30188.00,9249.85,7.03,3.67,6.37
15,C9,YEL071W,96_wellB3,20249.67,1404.47,18.87,11.27,16.53
15,D1,YJL081C,96_wellB7,27038.00,2746.57,4.20,2.23,3.73
15,D13,YKL211C,96_wellB10,28275.00,2687.37,11.50,7.63,9.57
15,D17,YNL239W,96_wellB11,23986.67,3450.53,6.17,3.30,5.57
15,D21,YNL071W,96_wellB12,22479.00,1643.94,6.83,3.60,6.27
15,D5,YJR006W,96_wellB8,29187.67,1106.51,5.33,2.63,4.87
15,D9,YOR043W,96_wellB9,25521.00,1766.04,6.50,3.40,5.80
15,E1,YDR516C,96_wellC1,32200.67,9756.52,7.43,4.80,6.27
15,E13,YER122C,96_wellC4,29157.00,867.34,8.73,4.03,8.17
15,E17,YPL219W,96_wellC5,25429.00,1301.90,5.73,3.00,5.23
15,E21,YDL048C,96_wellC6,18924.33,2406.61,5.13,2.50,4.80
15,E5,YKL035W,96_wellC2,33897.00,794.73,13.20,9.27,11.00
15,E9,YOL061W,96_wellC3,30975.67,2513.58,9.00,5.13,7.97
15,F1,YLL011W,96_wellC7,24931.00,4275.56,6.20,3.17,5.70
15,F13,YOL030W,96_wellC10,38678.00,5906.42,5.23,2.70,4.73
15,F17,YPL091W,96_wellC11,33778.33,2248.90,9.60,5.83,8.33
15,F21,YOR046C,96_wellC12,26769.67,1299.37,11.20,6.63,9.77
15,F5,YBL103C,96_wellC8,34687.33,2495.47,5.50,2.90,4.97
15,F9,YPR001W,96_wellC9,30805.67,3251.89,5.30,2.73,4.80
15,G1,YFR021W,96_wellD1,27664.67,3342.12,5.77,3.00,5.23
15,G13,YNL119W,96_wellD4,28811.67,6217.23,5.57,2.67,5.17
15,G17,YDL146W,96_wellD5,28775.67,2098.15,6.07,3.20,5.50
15,G21,YDR523C,96_wellD6,28979.33,1803.97,5.47,2.83,4.90
15,G5,YPL017C,96_wellD2,31268.67,7364.73,5.13,2.77,4.63
15,G9,YPL100W,96_wellD3,37545.00,5685.61,5.27,2.70,4.80
15,H1,YLR183C,96_wellD7,26061.00,2777.38,4.87,2.57,4.40
15,H13,YOL144W,96_wellD10,31295.67,2934.40,5.73,2.97,5.20
15,H17,YDR388W,96_wellD11,28714.00,1077.01,12.73,7.93,10.77
15,H21,YDR381W,96_wellD12,25847.33,1589.78,65.13,50.03,51.63
15,H5,YBR083W,96_wellD8,27205.00,3995.52,4.77,2.43,4.30
15,H9,YML085C,96_wellD9,33186.67,2711.67,6.40,3.57,5.70
15,I1,YGL202W,96_wellE1,32166.67,1897.42,18.80,13.50,14.97
15,I13,YCR024C,96_wellE4,17850.33,852.07,6.30,3.23,5.87
15,I17,YDR182W,96_wellE5,16784.67,1770.77,6.20,3.60,5.37
15,I21,YHR113W,96_wellE6,17033.00,3368.24,6.93,3.43,6.37
15,I5,YPL072W,96_wellE2,23633.33,2100.31,4.93,2.47,4.53
15,I9,YBR126C,96_wellE3,32742.33,2187.38,42.10,37.47,29.83
15,J1,YMR140W,96_wellE7,23603.67,1062.81,6.13,3.27,5.50
15,J13,YOR216C,96_wellE10,24259.00,1758.85,6.80,3.90,6.10
15,J17,YDR524C,96_wellE11,23142.33,1227.13,5.60,2.83,5.10
15,J21,YDR181C,96_wellE12,17419.33,1338.25,5.50,3.07,4.97
15,J5,YER141W,96_wellE8,22045.00,1241.06,11.97,8.20,9.93
15,J9,YFR053C,96_wellE9,21709.00,885.11,34.63,36.70,23.50
15,K1,YPL061W,96_wellF1,24147.00,747.07,110.27,61.00,98.33
15,K13,YDR240C,96_wellF4,16756.67,648.56,5.13,2.57,4.80
15,K17,YLR190W,96_wellF5,24354.33,1841.86,5.83,3.13,5.27
15,K21,YMR070W,96_wellF6,14135.33,489.55,5.73,2.67,5.33
15,K5,YBR006W,96_wellF2,23086.67,1019.15,5.73,5.13,4.90
15,K9,YDR132C,96_wellF3,19040.33,815.61,4.93,2.47,4.63
15,L1,YNL053W,96_wellF7,22830.67,1214.50,5.87,3.33,5.23
15,L13,YBR247C,96_wellF10,19517.00,790.03,7.53,3.97,6.87
15,L17,YGL097W,96_wellF11,19703.33,765.61,8.83,4.37,8.13
15,L21,YDR346C,96_wellF12,20220.33,1593.78,16.27,8.90,14.37
15,L5,YGL253W,96_wellF8,23926.00,1246.21,139.90,105.90,108.43
15,L9,YLR108C,96_wellF9,26921.33,2724.54,5.73,5.90,4.93
15,M1,YDR348C,96_wellG1,27691.00,356.64,6.13,3.30,5.63
15,M13,YGR256W,96_wellG4,15920.33,1712.31,5.03,2.50,4.70
15,M17,YML126C,96_wellG5,14253.33,1878.18,29.07,15.63,25.60
15,M21,YNL022C,96_wellG6,16771.33,1138.82,5.33,2.63,4.90
15,M5,YCL017C,96_wellG2,22037.67,1825.60,7.10,3.97,6.30
15,M9,YDR257C,96_wellG3,10325.33,726.89,7.63,3.53,7.23
15,N1,YPL254W,96_wellG7,15200.33,1618.64,6.10,2.80,5.67
15,N13,YBR288C,96_wellG10,21511.67,1892.59,5.97,3.00,5.47
15,N17,YHR024C,96_wellG11,19967.00,2410.58,7.43,3.97,6.67
15,N21,YFR044C,96_wellG12,20200.33,1964.06,13.10,9.17,10.40
15,N5,YGR211W,96_wellG8,17939.67,1080.38,11.80,6.07,10.90
15,N9,YDL089W,96_wellG9,13548.67,924.89,4.97,2.43,4.63
15,O1,YFL018C,96_wellH1,22790.67,1224.64,14.07,12.03,10.40
15,O13,YNL124W,96_wellH4,20571.67,1216.25,5.17,2.50,4.80
15,O17,YOL049W,96_wellH5,15629.67,2640.00,5.23,2.50,4.90
15,O21,YDL238C,96_wellH6,14911.67,1375.76,5.40,2.47,5.03
15,O5,YFL027C,96_wellH2,20546.33,447.79,5.33,2.60,4.93
15,O9,YGR091W,96_wellH3,15739.67,2097.03,5.27,2.47,4.90
15,P1,YPL262W,96_wellH7,19767.67,321.50,6.80,4.37,5.80
15,P13,YDR514C,96_wellH10,18654.00,2321.98,5.47,2.87,4.97
15,P17,YJL162C,96_wellH11,17634.67,1257.71,5.10,2.37,4.80
15,P21,YBR272C,96_wellH12,17586.33,2244.34,5.73,2.93,5.23
15,P5,YNL137C,96_wellH8,23932.67,2827.37,5.77,2.97,5.23
15,P9,YHR030C,96_wellH9,17178.67,1213.01,6.37,3.33,5.77
16,A1,YGR255C,96_wellA1,26938.67,581.43,6.40,3.37,5.87
16,A13,YHR036W,96_wellA4,25102.00,3297.32,5.37,3.20,4.83
16,A17,YER081W,96_wellA5,24692.33,2584.91,7.63,4.70,6.80
16,A21,YBR093C,96_wellA6,21037.33,1680.30,4.97,2.83,4.57
16,A5,YGR002C,96_wellA2,5415.33,1098.64,5.70,3.17,5.20
16,A9,YPR047W,96_wellA3,26628.00,3127.82,6.33,3.40,5.83
16,B1,YKL184W,96_wellA7,27733.00,609.01,4.77,2.87,4.33
16,B13,YMR111C,96_wellA10,26350.67,2320.33,4.50,2.63,4.17
16,B17,YOR272W,96_wellA11,31847.33,3787.14,6.83,3.77,6.20
16,B21,YBL082C,96_wellA12,23644.67,795.95,4.67,2.57,4.33
16,B5,YPR178W,96_wellA8,31145.67,3582.35,4.73,2.80,4.37
16,B9,YHR018C,96_wellA9,15157.67,1059.64,7.03,4.10,6.40
16,C1,YNL261W,96_wellB1,21228.00,3116.70,5.27,3.33,4.77
16,C13,YMR223W,96_wellB4,23658.00,1298.02,4.97,2.83,4.57
16,C17,YIL074C,96_wellB5,20490.67,2539.80,10.17,4.87,9.40
16,C21,YEL040W,96_wellB6,21095.33,3852.15,11.00,5.07,10.33
16,C5,YGR117C,96_wellB2,25132.33,1770.12,6.37,3.67,5.87
16,C9,YDR105C,96_wellB3,6214.33,552.16,6.50,3.40,6.03
16,D1,YDR219C,96_wellB7,18397.67,911.72,5.50,2.77,5.07
16,D13,YDR247W,96_wellB10,19319.33,1680.23,6.03,3.37,5.53
16,D17,YPL139C,96_wellB11,26315.00,2965.40,4.73,2.77,4.37
16,D21,YBR118W,96_wellB12,18133.33,1149.72,575.90,246.40,544.23
16,D5,YER038C,96_wellB8,24925.00,2904.07,4.83,3.17,4.40
16,D9,YKL143W,96_wellB9,20318.00,2366.75,6.90,3.37,6.40
16,E1,YNR001C,96_wellC1,26995.67,507.23,10.83,12.30,9.80
16,E13,YMR239C,96_wellC4,22060.33,4017.63,5.03,3.67,4.63
16,E17,YJL146W,96_wellC5,20324.33,323.18,5.33,3.40,4.93
16,E21,YHR215W,96_wellC6,22325.33,1893.49,4.60,4.13,4.23
16,E5,YLR116W,96_wellC2,23291.33,1246.38,6.17,3.47,5.70
16,E9,YIL039W,96_wellC3,19746.33,2254.01,5.30,5.20,4.83
16,F1,YGL184C,96_wellC7,27463.00,1752.34,4.80,2.70,4.43
16,F13,YLR005W,96_wellC10,28860.00,1149.88,4.53,2.63,4.13
16,F17,YGL130W,96_wellC11,725.33,63.26,7.67,6.80,6.07
16,F21,YDL233W,96_wellC12,10776.67,1572.15,4.60,2.93,4.23
16,F5,YER089C,96_wellC8,23657.33,4384.33,7.30,5.00,6.70
16,F9,YDL036C,96_wellC9,24642.00,3813.26,4.73,3.93,4.27
16,G1,YPL066W,96_wellD1,2016.00,3462.37,12.10,15.80,5.10
16,G13,YEL047C,96_wellD4,73.00,79.16,10.77,8.30,9.67
16,G17,YLR058C,96_wellD5,1580.67,2368.86,19.20,8.63,18.13
16,G21,YKL145W,96_wellD6,3302.33,5024.17,18.03,7.37,17.67
16,G5,YLR142W,96_wellD2,7293.00,12151.30,3.90,5.37,3.33
16,G9,YLR034C,96_wellD3,6561.33,10737.13,4.40,4.80,3.30
16,H1,YGL256W,96_wellD7,10259.67,15526.04,3.57,1.93,3.23
16,H13,YBL098W,96_wellD10,4503.00,7377.35,3.47,3.87,2.90
16,H17,YGL219C,96_wellD11,86.33,88.60,3.20,2.63,2.83
16,H21,YDR254W,96_wellD12,86.33,115.63,7.17,24.47,2.43
16,H5,YMR293C,96_wellD8,7607.33,13123.46,7.70,11.50,3.37
16,H9,YDR023W,96_wellD9,7669.67,9259.56,35.87,18.43,32.50
16,I1,YJL123C,96_wellE1,25491.33,1577.57,7.60,3.63,7.10
16,I13,YMR027W,96_wellE4,24152.33,1332.48,13.10,6.03,12.17
