Plate,Well,ID2,ID3,AVG Events,Events SD,AVG Mean,AVG SD,AVD Median
22,P13,YGR165W,96_wellH10,2574.00,511.75,6.53,3.47,5.97
22,P17,YHR034C,96_wellH11,2007.67,432.47,6.97,4.00,6.10
22,P21,YGL040C,96_wellH12,7020.67,757.33,11.70,5.87,11.00
22,P5,YGL157W,96_wellH8,2795.00,237.00,12.07,4.23,11.57
22,P9,YIL019W,96_wellH9,2145.67,489.89,6.80,4.37,6.03
23,A1,YGR031W,96_wellA1,23717.00,2926.88,7.00,4.00,6.33
23,A13,YPL031C,96_wellA4,25091.67,2025.73,7.63,4.37,6.67
23,A17,YOR261C,96_wellA5,21707.33,1767.04,14.90,7.97,13.40
23,A21,YCL055W,96_wellA6,29197.67,953.97,5.77,2.77,5.27
23,A5,YGR163W,96_wellA2,25373.00,2929.77,6.87,3.57,6.20
23,A9,YJR105W,96_wellA3,26270.00,4222.41,38.47,22.07,35.03
23,B1,YBR046C,96_wellA7,30056.00,938.38,7.80,4.27,6.93
23,B13,YHR083W,96_wellA10,25931.33,1272.90,6.37,3.83,5.73
23,B17,YKR062W,96_wellA11,2122.67,267.08,10.00,6.13,8.57
23,B21,YBR048W,96_wellA12,18105.33,1452.03,6.13,3.20,5.57
23,B5,YMR142C,96_wellA8,29474.67,2762.39,40.07,22.50,35.63
23,B9,YJR009C,96_wellA9,30703.00,1703.74,515.67,271.27,459.40
23,C1,YHR106W,96_wellB1,14911.00,661.67,5.67,3.03,5.20
23,C13,YBL031W,96_wellB4,20767.33,1134.02,5.90,3.13,5.37
23,C17,YPR056W,96_wellB5,23885.33,2781.72,5.87,3.07,5.33
23,C21,YDL230W,96_wellB6,23347.67,3433.91,6.40,3.37,5.80
23,C5,YGR283C,96_wellB2,20863.67,1316.75,5.87,3.17,5.30
23,C9,YML037C,96_wellB3,24515.33,4416.07,6.03,3.00,5.50
23,D1,YDR051C,96_wellB7,22931.00,1441.05,6.47,3.47,5.80
23,D13,YJL208C,96_wellB10,25696.00,2907.97,5.97,3.07,5.50
23,D17,YLR239C,96_wellB11,28648.67,3365.01,5.43,2.53,5.03
23,D21,YIL041W,96_wellB12,26424.33,1282.78,19.80,10.27,17.63
23,D5,YNL265C,96_wellB8,30368.67,2389.29,8.33,4.33,7.60
23,D9,YPL055C,96_wellB9,12829.00,1192.55,7.37,3.40,6.87
23,E1,YLR265C,96_wellC1,25129.00,512.81,5.67,2.73,5.23
23,E13,YDR077W,96_wellC4,20351.00,1201.05,15.37,10.53,12.97
23,E17,YBR141C,96_wellC5,27103.67,222.41,5.70,2.83,5.23
23,E21,YDR204W,96_wellC6,23432.33,787.23,6.40,3.50,5.73
23,E5,YKL164C,96_wellC2,29746.00,1067.42,6.50,3.40,5.83
23,E9,YNL290W,96_wellC3,27082.33,1131.79,7.37,4.20,6.57
23,F1,YHR085W,96_wellC7,23102.33,316.25,6.43,3.30,5.87
23,F13,YKR013W,96_wellC10,26796.33,327.96,5.97,2.93,5.50
23,F17,YBR119W,96_wellC11,22598.33,753.03,6.27,3.17,5.77
23,F21,YML004C,96_wellC12,22106.67,3965.28,6.37,3.23,5.73
23,F5,YPL111W,96_wellC8,32796.67,431.30,24.13,18.60,18.70
23,F9,YDR267C,96_wellC9,30556.33,1517.24,6.13,3.17,5.63
23,G1,YMR144W,96_wellD1,17571.00,1426.13,5.53,2.77,5.10
23,G13,YER156C,96_wellD4,33687.67,211.02,8.00,4.27,7.17
23,G17,YDR392W,96_wellD5,32233.67,3481.05,6.63,3.43,6.03
23,G21,YFR025C,96_wellD6,35627.67,3653.06,7.37,3.63,6.63
23,G5,YOL007C,96_wellD2,25977.00,2850.16,6.00,3.10,5.50
23,G9,YDL209C,96_wellD3,39376.00,1643.33,6.63,3.30,6.03
23,H1,YKL085W,96_wellD7,27761.00,2902.64,11.57,8.53,9.37
23,H13,YOR142W,96_wellD10,31120.33,3023.04,8.37,4.33,7.57
23,H17,YNL302C,96_wellD11,32462.00,4278.88,45.27,29.77,41.90
23,H21,YNL217W,96_wellD12,26514.67,3735.91,5.93,2.77,5.50
23,H5,YBR189W,96_wellD8,29512.33,4719.90,176.93,101.87,154.60
23,H9,YHL009C,96_wellD9,28192.67,1963.44,7.03,4.03,6.37
23,I1,YNR035C,96_wellE1,18108.67,2013.31,42.27,29.90,32.90
23,I13,YJL088W,96_wellE4,31546.00,3544.23,6.20,3.27,5.60
23,I17,YEL017W,96_wellE5,37766.00,4598.01,6.73,3.63,5.97
23,I21,YGR058W,96_wellE6,37743.00,1219.42,6.53,3.30,5.90
23,I5,YOR026W,96_wellE2,29378.00,843.34,6.27,3.43,5.70
23,I9,YGR084C,96_wellE3,47102.33,4291.82,11.03,6.63,9.90
23,J1,YCR036W,96_wellE7,14794.00,1358.84,12.00,6.30,11.03
23,J13,YBR129C,96_wellE10,37771.67,817.77,6.63,3.47,6.03
23,J17,YDL205C,96_wellE11,25169.00,1373.15,9.40,4.77,8.63
23,J21,YOR340C,96_wellE12,33398.67,2403.46,8.63,4.30,7.93
23,J5,YGR080W,96_wellE8,27132.33,6300.35,9.87,4.87,9.17
23,J9,YLR181C,96_wellE9,34418.67,3049.64,7.10,3.50,6.50
23,K1,YOL151W,96_wellF1,21833.33,4038.86,9.40,5.77,8.17
23,K13,YJR008W,96_wellF4,26185.33,1401.17,5.97,3.23,5.43
23,K17,YKL151C,96_wellF5,28923.67,1918.59,8.63,5.07,7.67
23,K21,YLR354C,96_wellF6,27274.67,1299.98,33.70,18.67,30.43
23,K5,YPL004C,96_wellF2,42781.33,1317.55,6.67,3.50,6.03
23,K9,YGR086C,96_wellF3,35488.67,1816.58,57.50,35.47,51.00
23,L1,YDL108W,96_wellF7,31842.67,3259.08,6.70,3.90,6.00
23,L13,YDR044W,96_wellF10,29614.67,1048.85,10.90,6.63,9.77
23,L17,YHR104W,96_wellF11,32014.00,1529.44,23.40,12.60,21.07
23,L21,YDR530C,96_wellF12,20327.67,732.99,6.40,3.27,5.93
23,L5,YGR192C,96_wellF8,29499.33,3120.63,1107.30,603.70,993.13
23,L9,YNL097C,96_wellF9,26422.00,4175.85,7.37,34.80,5.13
23,M1,YDL099W,96_wellG1,25357.67,1865.72,10.13,5.43,9.17
23,M13,YKL193C,96_wellG4,28797.67,1940.44,10.93,6.20,9.83
23,M17,YLR017W,96_wellG5,27626.00,1194.58,6.20,3.30,5.60
23,M21,YPL069C,96_wellG6,26572.33,1660.99,6.80,3.40,6.20
23,M5,YPR057W,96_wellG2,22253.00,1774.78,5.80,3.40,5.30
23,M9,YJR129C,96_wellG3,36566.00,3228.79,6.40,3.57,5.80
23,N1,YER161C,96_wellG7,9405.00,1300.03,7.23,4.27,6.60
23,N13,YGL091C,96_wellG10,26245.00,2192.85,6.73,3.83,6.10
23,N17,YIL063C,96_wellG11,25202.33,1459.10,7.03,4.03,6.43
23,N21,YFL034C-B,96_wellG12,17340.00,1087.69,6.83,4.53,6.20
23,N5,YHL025W,96_wellG8,28554.33,2503.64,6.23,3.13,5.73
23,N9,YNL301C,96_wellG9,31008.33,4579.25,34.33,18.30,31.10
23,O1,YDR411C,96_wellH1,16804.00,1432.23,6.97,3.70,6.40
23,O13,YMR127C,96_wellH4,18596.00,855.00,5.87,2.97,5.33
23,O17,YIL096C,96_wellH5,17796.33,2750.69,5.73,2.77,5.23
23,O21,YPR110C,96_wellH6,23804.33,2424.04,12.53,6.90,11.30
23,O5,YHR156C,96_wellH2,13075.33,1182.49,5.33,3.17,4.83
23,O9,YOR061W,96_wellH3,12882.67,1048.82,12.67,6.67,11.63
23,P1,YGR043C,96_wellH7,7311.33,688.54,7.37,4.07,6.57
23,P13,YGR015C,96_wellH10,21307.67,2214.48,5.57,2.87,5.20
23,P17,YIL084C,96_wellH11,16813.33,2373.47,6.60,3.80,6.03
23,P21,YJL017W,96_wellH12,15197.00,3228.03,5.87,3.37,5.40
23,P5,YJL052W,96_wellH8,22050.67,1668.30,145.93,98.37,127.00
23,P9,YOR246C,96_wellH9,19285.00,2124.41,6.47,4.33,5.83
24,A1,YJL180C,96_wellA1,1841.67,427.20,4.43,2.67,3.97
24,A13,YPL206C,96_wellA4,5279.33,387.04,4.63,2.13,4.30
24,A17,YIR011C,96_wellA5,6562.67,228.51,4.77,2.20,4.40
24,A21,YNL315C,96_wellA6,7300.67,1580.79,7.37,3.60,6.73
24,A5,YHR010W,96_wellA2,5211.00,1577.36,6.73,3.97,5.83
24,A9,YNL284C,96_wellA3,5348.67,237.02,7.97,4.43,7.20
24,B1,YPR013C,96_wellA7,8080.33,642.66,4.73,2.13,4.40
24,B13,YDR368W,96_wellA10,8199.33,1429.05,19.60,9.37,18.03
24,B17,YDL047W,96_wellA11,4049.67,695.87,8.40,3.57,8.10
24,B21,YMR267W,96_wellA12,9234.67,391.82,4.80,2.30,4.40
24,B5,YGR231C,96_wellA8,9214.67,834.16,5.90,2.77,5.47
24,B9,YGR282C,96_wellA9,9769.67,321.20,4.77,2.10,4.47
24,C1,YJR070C,96_wellB1,4097.67,76.50,29.63,15.63,26.73
24,C13,YDL082W,96_wellB4,4662.33,769.21,63.83,30.07,57.90
24,C17,YLR439W,96_wellB5,6861.67,735.80,6.63,3.73,6.10
24,C21,YOR158W,96_wellB6,8892.00,452.16,8.13,3.93,7.67
24,C5,YJL006C,96_wellB2,9916.33,3663.63,6.07,3.13,5.53
24,C9,YCL050C,96_wellB3,7337.00,55.76,27.60,12.97,26.30
24,D1,YBR151W,96_wellB7,9137.67,772.45,9.57,4.20,9.00
24,D13,YEL029C,96_wellB10,10234.67,1448.20,4.90,2.27,4.57
24,D17,YBR061C,96_wellB11,14553.33,830.73,6.27,2.93,5.87
24,D21,YNR007C,96_wellB12,7010.00,579.77,6.13,2.80,5.73
24,D5,YPL157W,96_wellB8,9368.33,996.48,5.07,2.33,4.77
24,D9,YKL094W,96_wellB9,7253.00,696.81,13.30,5.77,12.40
24,E1,YPL273W,96_wellC1,6021.33,1375.31,18.80,9.97,17.07
24,E13,YHL011C,96_wellC4,8756.67,923.56,15.77,7.10,14.87
24,E17,YLR457C,96_wellC5,3533.00,300.54,6.53,2.73,6.30
24,E21,YOR288C,96_wellC6,6534.00,509.63,4.53,2.13,4.20
24,E5,YNL025C,96_wellC2,3301.33,269.32,5.20,2.63,4.77
24,E9,YDR347W,96_wellC3,6879.67,1378.32,8.30,3.90,7.83
24,F1,YCL059C,96_wellC7,11394.00,1657.65,7.50,3.73,7.00
24,F13,YFR034C,96_wellC10,5307.00,293.87,4.53,2.53,4.17
24,F17,YDR068W,96_wellC11,14667.00,1081.68,10.03,4.47,9.43
24,F21,YOR279C,96_wellC12,5970.33,1048.71,5.07,2.47,4.63
24,F5,YML073C,96_wellC8,11003.00,911.67,65.77,31.80,61.30
24,F9,YKL110C,96_wellC9,7068.00,1222.57,5.83,3.40,5.40
24,G1,YMR143W,96_wellD1,510.33,35.95,91.80,54.10,81.63
24,G13,YIL077C,96_wellD4,8546.67,1176.10,5.17,2.67,4.83
24,G17,YML025C,96_wellD5,5805.00,1479.52,7.37,3.43,6.97
24,G21,YBL027W,96_wellD6,3870.67,631.39,103.70,48.93,94.80
24,G5,YOL094C,96_wellD2,4584.33,663.30,6.73,3.37,6.13
24,G9,YDR460W,96_wellD3,3390.00,352.86,5.23,2.63,4.83
24,H1,YKL019W,96_wellD7,6626.67,559.07,5.30,3.43,4.73
24,H13,YHR144C,96_wellD10,5650.00,762.36,5.27,2.77,4.83
24,H17,YDR090C,96_wellD11,5966.00,163.51,7.37,3.83,6.83
24,H21,YOR312C,96_wellD12,1272.67,178.82,51.77,35.03,43.07
24,H5,YHR061C,96_wellD8,5548.67,1075.61,5.17,2.83,4.80
24,H9,YNL322C,96_wellD9,2922.67,573.90,28.73,19.07,23.27
24,I1,YBR211C,96_wellE1,5339.67,715.65,5.80,2.97,5.33
24,I13,YKR080W,96_wellE4,5225.67,260.52,8.90,4.50,8.17
24,I17,YOR143C,96_wellE5,12038.67,3736.12,6.00,3.00,5.57
24,I21,YDR352W,96_wellE6,4393.00,1030.42,9.47,5.37,8.50
24,I5,YCR002C,96_wellE2,4406.33,755.65,14.80,8.00,12.70
24,I9,YER037W,96_wellE3,6863.67,1427.13,5.07,2.33,4.77
24,J1,YNL058C,96_wellE7,6280.00,371.58,5.03,3.50,4.60
24,J13,YMR299C,96_wellE10,3523.33,817.66,4.83,3.13,4.40
24,J17,YGL161C,96_wellE11,952.33,15.63,5.30,2.77,4.80
24,J21,YCL009C,96_wellE12,2223.67,274.07,16.37,8.33,14.77
24,J5,YKL216W,96_wellE8,7737.67,3771.36,124.57,54.30,118.90
24,J9,YOR006C,96_wellE9,4637.67,194.17,6.30,4.87,5.73
24,K1,YLL062C,96_wellF1,2115.67,329.04,5.23,2.87,4.77
24,K13,YNL215W,96_wellF4,4773.33,128.03,6.63,3.10,6.23
24,K17,YOR342C,96_wellF5,6390.67,237.77,4.93,2.30,4.63
24,K21,YMR048W,96_wellF6,183.67,28.92,11.27,6.40,10.70
24,K5,YGL115W,96_wellF2,2659.67,228.95,10.23,5.37,9.27
24,K9,YHR198C,96_wellF3,3072.67,314.27,5.33,2.53,4.90
24,L1,YNR054C,96_wellF7,3270.67,361.61,7.87,4.00,7.27
24,L13,YOR120W,96_wellF10,4333.00,673.02,5.47,3.40,4.83
24,L17,YHR199C,96_wellF11,2780.00,69.46,5.40,3.13,4.97
24,L21,YDL222C,96_wellF12,2184.33,262.00,4.87,2.67,4.43
24,L5,YKR087C,96_wellF8,8397.67,331.99,5.53,2.87,5.17
24,L9,YBR176W,96_wellF9,7062.33,211.36,4.57,2.17,4.23
24,M1,YDR480W,96_wellG1,1452.00,137.81,5.60,4.47,4.90
24,M13,YDR175C,96_wellG4,4563.00,187.80,6.37,3.33,5.80
24,M17,YER099C,96_wellG5,3762.00,160.08,6.97,4.63,6.27
24,M21,YMR310C,96_wellG6,7118.00,748.06,4.83,2.43,4.47
24,M5,YIL043C,96_wellG2,5477.67,223.50,11.30,5.37,10.40
24,M9,YLR257W,96_wellG3,3521.67,440.14,18.83,9.47,16.80
24,N1,YBR175W,96_wellG7,3236.00,1372.16,4.97,2.43,4.63
24,N13,YOR164C,96_wellG10,4128.00,260.48,7.00,3.80,6.33
24,N17,YKL091C,96_wellG11,1029.33,199.28,5.97,4.17,5.30
24,N21,YGL043W,96_wellG12,812.33,333.26,12.03,7.13,10.73
24,N5,YLR283W,96_wellG8,4821.33,597.79,4.80,2.50,4.37
24,N9,YDL124W,96_wellG9,5032.33,397.93,24.30,14.27,20.60
24,O1,YGR007W,96_wellH1,996.00,68.64,8.83,4.57,8.10
24,O13,YDR353W,96_wellH4,864.33,78.81,63.07,30.70,58.20
24,O17,YIL021W,96_wellH5,365.67,86.73,17.33,14.97,15.27
24,O21,YNR027W,96_wellH6,1556.67,120.29,6.97,3.33,6.40
24,O5,YKR022C,96_wellH2,1075.00,99.83,6.00,6.53,5.17
24,O9,YNR034W,96_wellH3,613.33,34.20,10.40,6.33,9.23
24,P1,YCR073W-A,96_wellH7,2325.67,188.62,5.87,3.13,5.33
24,P13,YDL021W,96_wellH10,1005.00,168.02,5.97,4.53,5.40
24,P17,YML121W,96_wellH11,2897.67,18.04,6.77,3.47,6.27
24,P21,YGR208W,96_wellH12,2071.33,259.72,17.90,9.17,16.47
24,P5,YNL063W,96_wellH8,1131.67,40.81,5.30,3.10,4.90
24,P9,YDL236W,96_wellH9,1480.67,89.20,12.40,6.23,11.33
25,A1,YHR187W,96_wellA1,21446.67,2041.99,5.90,3.30,5.27
25,A13,YGR277C,96_wellA4,23224.67,1670.93,6.40,3.07,5.80
25,A17,YOR251C,96_wellA5,18984.33,557.71,5.93,3.27,5.37
25,A21,YOR228C,96_wellA6,23834.33,652.05,5.77,2.77,5.30
25,A5,YBR251W,96_wellA2,24543.67,2080.34,6.30,3.40,5.63
25,A9,YDL045C,96_wellA3,26083.67,889.01,5.73,2.93,5.27
25,B1,YLR146C,96_wellA7,17790.67,955.70,6.33,3.73,5.73
25,B13,YFR041C,96_wellA10,22164.67,4730.51,6.33,3.17,5.83
25,B17,YPL241C,96_wellA11,34359.67,1163.38,6.33,3.10,5.73
25,B21,YLR091W,96_wellA12,31473.00,3115.82,5.37,2.67,4.90
25,B5,YNL156C,96_wellA8,22833.00,1426.06,6.23,2.97,5.73
25,B9,YPL131W,96_wellA9,26785.00,1761.58,42.97,22.07,38.40
25,C1,YJR083C,96_wellB1,30618.33,1590.65,6.30,3.30,5.67
25,C13,YJR013W,96_wellB4,37889.00,9156.65,6.47,3.33,5.83
25,C17,YPR147C,96_wellB5,38073.67,4195.65,6.03,3.03,5.47
25,C21,YFL044C,96_wellB6,30452.67,1245.51,6.33,3.43,5.73
25,C5,YER083C,96_wellB2,26581.67,448.98,7.93,4.63,7.07
25,C9,YFR004W,96_wellB3,28685.67,1101.59,28.07,15.03,25.50
25,D1,YLR172C,96_wellB7,40869.67,500.66,7.67,4.13,6.83
25,D13,YFR047C,96_wellB10,28474.33,1282.05,6.47,3.17,5.83
25,D17,YDL076C,96_wellB11,29980.67,1235.29,5.80,2.80,5.33
25,D21,YOL001W,96_wellB12,37476.33,5349.37,5.87,2.80,5.37
25,D5,YPR066W,96_wellB8,30784.33,2023.36,6.23,3.07,5.63
25,D9,YER142C,96_wellB9,35878.67,5891.41,5.93,3.10,5.40
25,E1,YNL177C,96_wellC1,33746.67,3357.04,6.53,3.57,5.87
25,E13,YNL096C,96_wellC4,40607.00,1953.11,50.20,24.50,46.30
25,E17,YBR231C,96_wellC5,31593.67,2091.47,5.80,3.63,5.13
25,E21,YPL064C,96_wellC6,33770.00,3580.37,5.67,2.93,5.17
25,E5,YGR104C,96_wellC2,20170.33,1930.80,6.40,3.27,5.90
25,E9,YKL183W,96_wellC3,34696.67,5415.13,6.03,3.30,5.43
25,F1,YGR001C,96_wellC7,42237.33,3480.64,9.47,5.23,8.47
25,F13,YHR046C,96_wellC10,40582.00,4710.30,6.43,3.27,5.80
25,F17,YDR184C,96_wellC11,36881.67,2605.91,5.67,2.83,5.23
25,F21,YOL093W,96_wellC12,36539.67,8063.01,6.27,3.40,5.67
25,F5,YBR160W,96_wellC8,30384.00,6049.03,8.43,4.90,7.50
25,F9,YML112W,96_wellC9,43895.33,2787.49,6.20,3.13,5.63
25,G1,YNL312W,96_wellD1,17998.00,2706.26,8.27,4.70,7.40
25,G13,YDR123C,96_wellD4,30291.33,1348.10,5.90,3.00,5.43
25,G17,YDR288W,96_wellD5,30965.00,1292.07,6.17,3.07,5.63
25,G21,YPR061C,96_wellD6,28431.67,1074.95,5.67,2.90,5.17
25,G5,YHL013C,96_wellD2,21558.00,2772.79,7.07,3.90,6.33
25,G9,YMR055C,96_wellD3,24323.67,2152.72,5.40,2.80,4.93
25,H1,YER175C,96_wellD7,35413.00,2205.26,5.40,2.70,4.90
25,H13,YHR058C,96_wellD10,39347.00,4939.69,6.63,3.67,5.90
25,H17,YER117W,96_wellD11,16815.67,524.49,8.33,4.30,7.57
25,H21,YPL068C,96_wellD12,34051.00,6802.71,6.10,3.17,5.47
25,H5,YIL044C,96_wellD8,24198.00,20963.09,7.25,4.50,6.35
25,H9,YIL133C,96_wellD9,36840.00,4526.41,32.80,22.60,30.63
25,I1,YOR107W,96_wellE1,34207.33,6102.49,5.57,2.57,5.13
25,I13,YJR007W,96_wellE4,36690.33,7492.15,30.43,17.97,27.23
25,I17,YFR031C-A,96_wellE5,31946.33,955.09,31.60,16.93,28.57
25,I21,YPL079W,96_wellE6,34261.33,2138.39,39.67,21.00,35.70
25,I5,YKR075C,96_wellE2,31356.33,1533.20,5.20,2.47,4.83
25,I9,YOR238W,96_wellE3,34629.00,633.15,6.07,3.27,5.57
25,J1,YGL162W,96_wellE7,40265.33,7683.74,5.90,3.23,5.27
25,J13,YKL128C,96_wellE10,37930.67,1278.73,8.87,4.80,7.93
25,J17,YHL034C,96_wellE11,35947.67,4020.02,37.00,23.50,31.43
25,J21,YPR069C,96_wellE12,43462.67,2660.03,12.00,6.77,10.70
25,J5,YCL031C,96_wellE8,37390.00,942.50,8.17,4.57,7.40
25,J9,YNL246W,96_wellE9,39636.00,3523.19,6.53,3.53,5.90
25,K1,YOR292C,96_wellF1,31902.33,5801.19,5.60,2.93,5.10
25,K13,YLR448W,96_wellF4,21740.00,2124.56,33.13,15.40,30.93
25,K17,YNL006W,96_wellF5,24370.33,2483.11,6.10,3.37,5.50
25,K21,YGR044C,96_wellF6,30535.33,4406.38,6.10,3.20,5.57
25,K5,YML110C,96_wellF2,22396.67,2279.32,5.80,3.43,5.17
25,K9,YPL177C,96_wellF3,30242.00,732.07,5.63,2.77,5.13
25,L1,YGL254W,96_wellF7,42436.67,2506.85,6.23,3.17,5.63
25,L13,YKR037C,96_wellF10,21985.67,1999.61,7.53,4.17,6.93
25,L17,YJL145W,96_wellF11,33504.00,8672.09,6.80,3.63,6.07
25,L21,YJR088C,96_wellF12,27982.33,2256.65,12.07,6.63,10.73
25,L5,YGR017W,96_wellF8,32088.33,1394.51,7.57,3.73,6.93
25,L9,YDL173W,96_wellF9,37610.67,6227.09,7.90,4.40,7.03
25,M1,YGL232W,96_wellG1,28805.67,3014.07,5.80,2.93,5.30
25,M13,YLR455W,96_wellG4,25186.00,1707.84,6.73,3.50,6.10
25,M17,YOL056W,96_wellG5,28579.33,3062.72,6.13,3.47,5.53
25,M21,YIL061C,96_wellG6,27416.00,1150.63,5.83,2.90,5.43
25,M5,YNL072W,96_wellG2,22668.33,2401.58,5.43,2.93,4.90
25,M9,YBL087C,96_wellG3,41069.33,4023.98,5.60,2.93,5.07
25,N1,YJL068C,96_wellG7,41569.00,4650.12,6.67,3.40,6.03
25,N13,YOR028C,96_wellG10,33237.67,2957.14,6.07,3.07,5.53
25,N17,YGR222W,96_wellG11,27501.67,6688.90,6.10,3.10,5.50
25,N21,YKL052C,96_wellG12,6126.33,192.79,9.73,5.27,8.70
25,N5,YIL124W,96_wellG8,35521.00,3454.12,10.93,6.57,9.57
25,N9,YDR054C,96_wellG9,28530.33,3550.75,7.80,4.27,7.00
25,O1,YDR075W,96_wellH1,25334.00,1957.59,6.50,3.20,5.97
25,O13,YMR281W,96_wellH4,27350.67,627.50,5.97,3.03,5.47
25,O17,YKL150W,96_wellH5,19783.33,2896.18,5.80,3.63,5.30
25,O21,YLR093C,96_wellH6,35749.67,415.80,5.77,2.93,5.27
25,O5,YAR015W,96_wellH2,15054.00,595.84,13.03,6.83,11.80
25,O9,YDR280W,96_wellH3,22978.00,631.98,7.43,4.07,6.70
25,P1,YJL079C,96_wellH7,33039.00,2013.82,6.23,3.37,5.73
25,P13,YOR083W,96_wellH10,36411.00,5489.72,6.70,3.60,6.03
25,P17,YHR062C,96_wellH11,14623.33,662.14,8.17,4.13,7.50
25,P21,YMR039C,96_wellH12,27824.00,2231.40,6.80,3.70,6.10
25,P5,YMR099C,96_wellH8,20392.67,1439.45,11.77,6.80,10.37
25,P9,YDR233C,96_wellH9,31558.67,1080.38,40.00,21.63,36.00
26,A1,YNL232W,96_wellA1,24326.33,2730.40,8.57,4.67,7.63
26,A13,YGR239C,96_wellA4,27566.00,5524.68,5.77,2.90,5.33
26,A17,YPR103W,96_wellA5,25271.33,4892.26,5.60,2.67,5.20
26,A21,YDR116C,96_wellA6,24403.00,1483.03,8.07,4.57,7.17
26,A5,YOL077C,96_wellA2,22556.33,1912.56,13.30,7.53,11.80
26,A9,YOR385W,96_wellA3,21467.33,1367.62,6.40,3.17,5.80
26,B1,YLR079W,96_wellA7,30369.00,5205.23,6.60,3.97,5.77
26,B13,YGL005C,96_wellA10,28814.67,3744.16,6.20,3.23,5.60
26,B17,YHR192W,96_wellA11,29189.67,797.35,6.70,3.27,6.10
26,B21,YLR344W,96_wellA12,17397.67,1540.52,95.23,57.93,81.63
26,B5,YEL005C,96_wellA8,24986.67,4718.54,6.20,3.07,5.67
26,B9,YNL252C,96_wellA9,4513.00,494.33,5.77,3.63,5.17
26,C1,YBR152W,96_wellB1,16774.67,4338.92,7.03,3.70,6.33
26,C13,YOR362C,96_wellB4,21550.00,521.43,24.30,13.67,21.17
26,C17,YDL201W,96_wellB5,20966.67,2102.23,7.37,3.73,6.63
26,C21,YIL050W,96_wellB6,21433.00,1053.28,5.73,2.93,5.27
26,C5,YOR344C,96_wellB2,19745.67,3598.26,5.83,3.67,5.33
26,C9,YJL177W,96_wellB3,20942.67,1094.14,45.63,25.37,40.13
26,D1,YOR174W,96_wellB7,25026.00,2072.94,6.20,3.37,5.60
26,D13,YJL115W,96_wellB10,21681.00,5858.82,8.13,4.50,7.20
26,D17,YKL055C,96_wellB11,27020.67,9713.93,5.63,2.73,5.17
26,D21,YCR047C,96_wellB12,4992.67,319.38,11.17,7.20,9.73
26,D5,YHR090C,96_wellB8,21132.33,1174.28,6.43,3.03,5.90
26,D9,YBL010C,96_wellB9,30926.33,1630.92,6.13,3.20,5.63
26,E1,YDL129W,96_wellC1,30354.67,6891.60,5.87,2.83,5.43
26,E13,YPL117C,96_wellC4,19425.67,2934.23,16.60,9.43,14.67
26,E17,YDR337W,96_wellC5,21011.33,2436.00,5.63,3.00,5.17
26,E21,YLR136C,96_wellC6,24801.67,782.27,5.47,2.57,5.07
26,E5,YER074W,96_wellC2,16502.00,3806.95,78.37,39.87,68.63
26,E9,YBR191W,96_wellC3,5274.33,1078.96,90.37,59.53,76.43
26,F1,YDL191W,96_wellC7,26649.00,2339.74,5.77,4.10,5.27
26,F13,YJR116W,96_wellC10,16805.67,938.87,6.03,3.10,5.47
26,F17,YKL095W,96_wellC11,26976.33,7590.50,5.80,2.93,5.30
26,F21,YDL051W,96_wellC12,20592.33,1724.40,9.90,5.53,8.77
26,F5,YJR096W,96_wellC8,28946.00,6907.07,6.17,3.10,5.63
26,F9,YHR067W,96_wellC9,20845.67,2562.44,5.53,2.60,5.13
26,G1,YDR130C,96_wellD1,20443.67,3407.06,5.93,3.03,5.43
26,G13,YBR011C,96_wellD4,19444.33,2736.34,29.87,17.23,26.23
26,G17,YER023W,96_wellD5,15763.33,946.01,15.00,9.13,12.93
26,G21,YLR312W-A,96_wellD6,19692.67,1118.62,8.50,4.77,7.50
26,G5,YBR101C,96_wellD2,20504.00,2863.10,12.37,6.97,10.90
26,G9,YAL034W-A,96_wellD3,20336.00,1123.52,6.57,3.53,5.90
26,H1,YDR361C,96_wellD7,27590.67,2893.50,8.70,4.67,7.77
26,H13,YML014W,96_wellD10,24017.33,3255.07,5.93,3.30,5.43
26,H17,YKL023W,96_wellD11,17459.00,1806.67,6.30,3.90,5.67
26,H21,YDR384C,96_wellD12,27009.00,4255.78,5.77,2.67,5.30
26,H5,YKR025W,96_wellD8,15842.67,980.08,8.27,4.43,7.47
26,H9,YHR163W,96_wellD9,19359.67,1550.56,8.00,4.40,7.13
26,I1,YDR450W,96_wellE1,20536.33,1795.08,7.33,3.97,6.60
26,I13,YDL083C,96_wellE4,18491.00,262.51,17.67,9.50,15.67
26,I17,YKL180W,96_wellE5,15254.00,2983.16,34.37,20.40,33.93
26,I21,YLR404W,96_wellE6,19252.00,2242.81,6.17,3.10,5.70
26,I5,YCR016W,96_wellE2,15754.33,1279.03,7.07,3.43,6.43
26,I9,YFL028C,96_wellE3,23649.33,4017.20,6.67,3.43,6.07
26,J1,YGL240W,96_wellE7,27574.67,3457.68,6.10,2.87,5.63
26,J13,YPL129W,96_wellE10,1757.33,388.77,10.47,9.07,8.70
26,J17,YLR290C,96_wellE11,21671.00,2592.16,6.03,2.77,5.53
26,J21,YKR006C,96_wellE12,25143.00,3865.23,9.67,5.57,8.47
26,J5,YOR104W,96_wellE8,23550.33,6145.08,7.70,4.17,6.83
