Gene ID,REF,EtOH  20g/L,EtOH  40g/L,EtOH  60g/L,Osmo 0.2 M (NaCl),Osmo 0.4 M (NaCl),Osmo 0.6 M (NaCl),Temp 33C,Temp 36C,Temp 38C,EtOH20 vs REF,EtOH40 vs REF,EtOH60 vs REF,Osm200 vs REF,Osm400 vs REF,Osm600 vs REF,Temp33 vs REF,Temp36 vs REF,Temp38 vs REF,EtOH20 vs REF,EtOH40 vs REF,EtOH60 vs REF,Osm200 vs REF,Osm400 vs REF,Osm600 vs REF,Temp33 vs REF,Temp36 vs REF,Temp38 vs REF
YHR018C,9816.240479,16609.48524,19878.30581,7831.23774,8200.89183,6827.171988,3959.347618,8690.575284,7091.902276,6465.688973,-0.228410984,-0.306434178,0.098114781,0.078084106,0.157704346,0.394321556,0.052896663,0.141182447,0.18133038,0.125355117,0.144487167,0.076043792,0.850165909,0.684119577,0.017287938,0.567390631,0.125244195,0.03779316
YHR019C,5594.296161,6014.084272,5818.769457,5777.7631,6537.711382,6414.134262,7066.283464,6052.310303,6104.816787,6172.504589,-0.031424055,-0.017085696,-0.014014277,-0.06768029,-0.059392592,-0.101445601,-0.034175732,-0.037927181,-0.042715967,0.7157179,0.64371187,0.642396442,0.850165909,0.384152218,0.216717691,0.561473949,0.572644474,0.255950739
YHR020W,1873.803749,1667.426958,1821.59737,2179.944155,1956.921503,2032.462853,2096.222829,2007.794188,1819.402592,2657.390425,0.050677285,0.012271713,-0.065721265,-0.018849302,-0.035298513,-0.048713343,-0.029995089,0.012795294,-0.151731262,0.347562238,0.768029532,0.217131871,0.850165909,0.384152218,0.254257494,0.775218825,0.80083402,0.039075866
YHR024C,208.6849816,219.2189756,420.2852776,440.2726732,257.5032513,234.2696549,260.5289149,202.8017119,248.2636116,378.4016571,-0.021386949,-0.304052982,-0.324230535,-0.091291522,-0.050224842,-0.096364735,0.012419579,-0.075421874,-0.258461834,0.802947394,0.019139979,0.03045554,0.850165909,0.667807546,0.283592336,0.902453417,0.482441677,0.089641473
YHR025W,343.4130371,468.3985508,487.540947,462.9087732,769.6614557,442.2048336,463.321856,441.7038195,496.2755796,565.6387688,-0.134798764,-0.152194318,-0.129678633,-0.350482959,-0.109806707,-0.130066009,-0.109314376,-0.159906127,-0.21672239,0.460587024,0.062512586,0.342143753,0.850165909,0.75232189,0.608461512,0.441779341,0.100514845,0.025129533
YHR027C,4704.190232,3961.660694,4387.121131,4805.172139,4930.396357,4660.917689,5344.675732,4513.391547,4710.037339,4000.232817,0.074607599,0.03030525,-0.009224075,-0.020396958,0.004013442,-0.055436485,0.017981865,-0.000539474,0.070399607,0.181323945,0.438445045,0.7754528,0.913626292,0.975508377,0.276771003,0.741695951,0.99257826,0.142528862
YHR028C,359.8321655,512.5466076,402.3659393,351.8428241,350.3086337,328.3337096,210.7850147,381.6270612,222.802543,193.0069073,-0.153633381,-0.048521228,0.009751285,0.011649141,0.039784509,0.23226025,-0.025539181,0.208179839,0.270527131,NA,0.821634257,0.964695112,0.987487373,0.958740711,0.481721028,0.926275326,0.559409133,0.332099701
YHR029C,3557.05052,8255.897774,3823.14205,1826.958274,3201.441259,3074.457669,2128.405839,3122.453989,3076.753316,2143.760299,-0.365674273,-0.031330401,0.289361405,0.045744496,0.063321516,0.223035592,0.056593986,0.062997356,0.21991381,0.062925332,0.815883958,0.003399475,0.850165909,0.836549103,0.018414456,0.288278135,0.264021973,0.021251652
YHR030C,176.4555378,105.15324,96.06132599,113.0402919,142.4349938,137.3941881,110.9380633,148.2817681,169.3040679,228.8183844,0.224812634,0.264086715,0.193402022,0.093018592,0.108666931,0.201554713,0.075547537,0.0179679,-0.112855622,0.051953125,0.026211136,0.038619984,0.850165909,0.759056233,0.055825883,0.48172098,0.736282169,0.030416681
YHR034C,381.9288121,481.8687169,426.498144,375.1679952,444.0900646,389.9726293,279.0116895,394.0805915,527.3003762,530.5460851,-0.100946311,-0.047934723,0.00775664,-0.065488635,-0.009051705,0.136360023,-0.013602624,-0.140075659,-0.142740692,0.573008193,0.553399354,0.839654328,0.850165909,0.958740711,0.150342308,0.93161037,0.11163347,0.107883664
YHR037W,1880.077762,3632.236567,2061.387832,1750.889841,1876.068159,1852.791557,2019.620355,1899.059488,2040.711003,1912.314217,-0.285998314,-0.039983896,0.03091699,0.0009272,0.00634925,-0.031093927,-0.004362757,-0.035605694,-0.007383441,0.09755564,0.361485459,0.513385592,0.994761901,0.963533304,0.48296149,0.95008617,0.508591787,0.933475861
YHR038W,1103.013418,901.4568824,1251.986488,1042.880055,1061.013108,1021.940673,898.2482107,1025.246878,1185.981261,1179.992487,0.087635837,-0.055018846,0.024346434,0.016860046,0.033155111,0.089184435,0.03175234,-0.031497031,-0.029298447,0.149542868,0.440467483,0.43710234,0.890812551,0.902696566,0.13313609,0.566485692,0.62755772,0.761260218
YHR039C,247.7810825,191.7917454,120.596575,96.50124045,271.3765107,268.5522145,289.2416266,152.6239317,147.6090519,132.7780378,0.111238234,0.312733172,0.40953525,-0.039504108,-0.034960592,-0.067192649,0.210445509,0.224955155,0.2709419,0.117343756,0.007462309,0.001022034,0.873142946,0.845472193,0.368925523,0.363343657,0.048765375,0.00760433
YHR041C,362.6719839,375.8371003,439.7826835,462.8438306,362.6676661,334.3329581,316.9818872,343.9230963,325.6433964,302.5972179,-0.015485641,-0.083724117,-0.105920471,5.17053E-06,0.035334817,0.058479561,0.023052666,0.046771732,0.078649077,0.866396904,0.417531574,0.220043275,0.999911655,0.919321543,0.663796813,0.896553445,0.600709863,0.309897367
YHR042W,213.0173725,167.6655737,146.7710664,158.5856542,229.9145646,240.6707944,283.9907166,151.7471019,149.0131734,133.1655981,0.103971124,0.161774574,0.128151125,-0.03315146,-0.053008368,-0.12488912,0.147294618,0.15519036,0.204022979,0.199098204,0.016818244,0.024810964,0.850165909,0.758459574,0.01508565,0.341845768,0.080262705,0.011307202
YHR046C,184.5013958,280.7809424,136.6631569,157.3884662,237.2041936,192.7122377,256.9526506,105.1368817,145.6793234,237.2717239,-0.182367971,0.130348207,0.069026753,-0.109122707,-0.018909638,-0.143853446,0.244244564,0.10260174,-0.10924633,0.750389107,0.794493298,NA,0.954304504,0.988517041,NA,0.69803938,0.886067416,0.774095353
YHR047C,1297.668531,996.4955916,1104.553524,806.7603488,1271.675117,1089.536734,1008.951841,1156.714639,1227.196244,1095.384537,0.114688391,0.069977007,0.206419228,0.008787599,0.075921896,0.109293336,0.049937541,0.024249756,0.073597167,0.117341106,0.03739762,0.009315898,0.982210245,0.608630219,0.019784868,0.318920338,0.394421328,0.075294207
YHR049W,501.3249641,1369.60477,2403.653585,3695.675171,814.4295937,935.9118346,1587.286476,751.5004423,777.1297657,1976.972066,-0.436475928,-0.680752546,-0.867574461,-0.210734215,-0.271115608,-0.500535985,-0.175809909,-0.190374212,-0.595881202,0.171142654,0.049554172,0.010665449,0.850165909,0.652183364,0.056566773,0.396831671,0.35291056,0.014483869
YHR051W,8659.838994,11074.86379,6176.20983,5133.318105,8507.494008,8823.894288,5060.925052,8015.357143,8038.399384,2706.439644,-0.106828576,0.146787775,0.22711164,0.007708166,-0.008150479,0.233279912,0.033586939,0.032340237,0.505111471,0.578817624,0.207957994,0.098582161,0.976168154,0.965137524,0.133768795,0.813698577,0.685321487,0.050888523
YHR052W,326.51678,272.0861792,280.5189589,325.6176587,344.8585222,350.6703413,354.6737115,363.3527537,338.0164036,345.3209223,0.079199023,0.065943287,0.001197556,-0.023735458,-0.030993531,-0.035923495,-0.046422951,-0.015032272,-0.024317387,0.150246366,0.118474157,0.951582607,0.850165909,0.682229003,0.234366381,0.722830287,0.751344549,0.25385556
YHR058C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YHR059W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YHR062C,76.45781077,70.85582908,94.47130689,76.47017132,73.2917432,72.55029302,70.90940338,72.40862733,72.77789979,60.14941528,0.033046275,-0.091878065,-7.02045E-05,0.018366807,0.022782688,0.032718027,0.023631544,0.02142234,0.104190449,0.718366291,0.144587251,0.998576678,0.882268212,0.849062396,0.533298203,0.711032661,0.760478228,0.088428004
YHR063C,388.0483924,720.6662763,607.8664609,617.7702947,405.8446688,437.0655516,430.9329143,448.5285301,360.3759304,598.9668636,-0.268848311,-0.194922293,-0.201941133,-0.019473957,-0.051660689,-0.045523778,-0.062904184,0.032130112,-0.188516908,0.0630055,0.111910459,0.012292076,0.868656189,0.805746743,0.637003067,0.606481681,0.647629109,0.013164716
YHR064C,14597.30416,14244.0774,14471.64627,15053.02772,17213.85839,16890.72312,18023.21656,17150.75292,17645.18945,20446.8621,0.010638332,0.003754719,-0.013351204,-0.071605569,-0.063375585,-0.091559644,-0.070010533,-0.082353668,-0.146354011,0.863273509,0.936430477,0.776230609,0.850165909,0.608630219,0.163585446,0.370786791,0.124131761,0.044933713
YHR065C,125.0824323,100.5754618,132.4430088,188.664957,126.54879,153.3241195,139.3228852,132.032542,134.7082263,164.1873532,0.094704282,-0.024832721,-0.178494923,-0.005061679,-0.088414162,-0.046826142,-0.023484667,-0.0321978,-0.118143384,0.413771472,0.43914221,0.015004732,0.976168154,0.527414569,0.300704805,0.858171423,0.533058506,0.022074325
YHR068W,930.219148,768.9876054,1080.277568,1721.632318,1127.978546,1168.082594,1333.669901,1058.709428,1049.26609,1624.900518,0.082665935,-0.064950083,-0.267355132,-0.083715565,-0.098888277,-0.156463075,-0.056191506,-0.052300363,-0.242241502,0.089975711,0.237093521,0.030462836,0.850165909,0.32076629,0.044546238,0.297462838,0.498121546,0.085151615
YHR070W,151.7662114,143.5996116,145.5599888,179.7575829,169.4241995,165.6135344,167.672824,155.4978019,157.3310105,117.3544653,0.024021828,0.018133079,-0.073512127,-0.04780035,-0.037920733,-0.043287586,-0.010549161,-0.015639239,0.111675474,0.6162617,0.850053694,0.113322581,0.850165909,0.693097176,0.451704889,0.928490121,0.872165406,0.064282826
YHR072W,140.8458176,95.60519161,57.55649719,62.02343315,126.7820443,169.11323,148.5686562,92.23520248,84.35606585,86.50419574,0.168262479,0.3886496,0.356188153,0.045686205,-0.079433629,-0.02318324,0.18384725,0.222627638,0.211706782,0.205699857,0.042795818,0.032523803,0.850165909,0.736701185,0.770189011,0.441779341,0.13587562,0.110254488
YHR072W-A,72.80656298,57.30010674,55.35681161,51.99662494,76.42091553,73.73642642,72.84897,76.735111,62.54444327,40.34663744,0.104015099,0.118999461,0.146195375,-0.021041707,-0.005511556,-0.000252886,-0.022823596,0.065981798,0.256363184,0.127533253,0.056566315,0.022928848,0.868656189,0.975508377,0.997781529,0.748278003,0.41363391,0.010635058
YHR074W,1583.24322,1949.976135,1565.825597,1529.682875,1538.695699,1485.489515,1564.617306,1539.480548,1775.528721,1631.049243,-0.090481659,0.004804249,0.014946232,0.012394897,0.027678046,0.005139507,0.012173431,-0.049780065,-0.012919436,0.129916809,0.913895234,0.708984238,0.924645216,0.822107921,0.948497075,0.91723866,0.508711551,0.814437443
YHR076W,121.384882,146.7848221,179.0278951,161.1031177,109.9280473,167.5125513,95.08827385,111.9357914,118.7337019,109.8451914,-0.08251655,-0.168756105,-0.122939345,0.043056087,-0.139882753,0.106037637,0.035195626,0.009590592,0.043383551,0.395708704,0.087426675,0.108632428,0.868656189,0.836549103,0.298649688,0.799534612,0.919409123,0.625301854
YHR077C,99.48324153,69.54000408,75.95342425,73.32987155,NA,87.06415205,81.61041805,57.35145222,67.4814361,92.00403359,0.155515216,0.11720257,0.132469003,NA,0.057910553,0.086004325,0.239205508,0.168565611,0.03394306,NA,NA,NA,NA,NA,NA,NA,NA,NA
YHR083W,21.5528866,20.58034986,NA,21.50703962,22.2411891,19.97803978,21.82877388,18.39734742,14.90142477,23.16781621,0.020052691,NA,0.000924809,-0.013652559,0.03295257,-0.005523898,0.068750234,0.160277649,-0.031379655,NA,NA,NA,NA,NA,NA,NA,NA,NA
YHR085W,112.3337942,111.8949178,127.8633984,NA,105.050697,122.1798619,135.8451695,123.3076431,115.086992,165.2552899,0.001700066,-0.056235815,NA,0.02911149,-0.036489202,-0.082533772,-0.040479569,-0.010515811,-0.167644942,NA,NA,NA,NA,NA,NA,NA,NA,NA
YHR087W,5263.326626,1583.563075,400.0301268,1676.027664,8090.245859,8669.171548,9269.006569,4985.959973,5035.985442,1680.969771,0.521624955,1.119167622,0.496979139,-0.186701398,-0.216717275,-0.245772868,0.023511534,0.019175856,0.495700418,0.086819952,0.062512586,0.03045554,0.850165909,0.710081989,0.08467423,0.896131738,0.92511095,0.027492835
YHR089C,3223.922401,2420.690584,2543.980559,2582.725839,3542.920216,3347.728027,3403.678619,3124.018793,2874.650532,2267.721136,0.124445299,0.102870792,0.096306272,-0.040976793,-0.016365588,-0.023563967,0.013670942,0.049799524,0.152794932,0.056606248,0.026211136,0.053383944,0.850165909,0.845472193,0.55359593,0.877153315,0.519441656,0.014105492
YHR091C,NA,NA,NA,NA,74.06600827,NA,NA,70.39093379,50.80475865,83.01889443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YHR098C,352.2749273,359.7826244,343.5195397,355.6624947,372.0072234,341.7079882,364.0434225,340.8727244,356.8914138,443.1303455,-0.009158451,0.010930289,-0.004156336,-0.023669639,0.013226602,-0.014271455,0.014289482,-0.005654366,-0.099649758,0.902221627,0.876329544,0.930963222,0.896299001,0.940761359,0.792780323,0.819075118,0.911755838,0.074666656
YHR099W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YHR100C,100.5158827,101.041822,84.25598245,63.32878205,123.4946294,80.96544751,92.51990593,117.9950111,114.3783318,60.86925382,-0.002266478,0.076633944,0.200633555,-0.08941338,0.09393497,0.035999508,-0.069628955,-0.056109067,0.217836713,0.98152657,0.360322626,0.021716496,NA,0.384152218,NA,0.670019939,0.875733713,0.066200059
YHR102W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YHR104W,1871.732023,1832.629475,1413.888688,1987.33955,2692.233736,3162.094192,3992.941604,2280.09023,2291.042335,2272.499388,0.009169003,0.121828451,-0.026028405,-0.157869091,-0.227731132,-0.329049288,-0.085708363,-0.087789444,-0.084260104,0.90661144,0.159886755,0.702592542,0.850165909,0.656370531,0.014538332,0.370786791,0.249175806,0.204385638
YHR105W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YHR106W,369.28836,429.301074,220.2458354,198.0558865,360.5962736,428.1228636,382.6871606,468.0937018,411.63015,114.9667222,-0.065396356,0.224457914,0.270577864,0.010344384,-0.064202803,-0.015478273,-0.102967179,-0.047141558,0.506793469,0.570454173,0.074217349,0.105843926,NA,0.826920331,0.895915002,0.427264987,0.666970861,0.046743616
YHR107C,1693.046452,1811.012631,1825.350739,1983.756551,1719.790701,1662.224759,1514.028954,1673.052618,1548.628377,1063.117214,-0.029252605,-0.032677452,-0.0688195,-0.006806722,0.007979127,0.048534693,0.005159274,0.038721661,0.202087724,0.71443077,0.197142218,0.289688918,0.945718304,0.965137524,0.163338243,0.93161037,0.484353072,0.017197039
YHR108W,30.21863886,34.21026733,36.38209943,39.29796394,32.58444747,30.08370465,31.2618659,30.84432093,32.19623851,34.76486581,-0.053881569,-0.080612858,-0.114095151,-0.032735463,0.001943582,-0.014739997,-0.008900315,-0.027530237,-0.060865659,0.653498574,0.29058796,0.137439327,0.911027875,0.998577023,0.887279066,0.943070733,0.824586509,0.491493364
YHR109W,123.7181118,100.6443933,139.3897752,94.77218792,107.6737413,93.69474008,99.57864399,93.49793069,127.9383938,112.061564,0.089643697,-0.051797635,0.115752376,0.06032348,0.120718072,0.094267075,0.121631284,-0.014567611,0.042976604,NA,0.446131132,0.426014719,0.87572584,0.628250738,0.479036561,0.400358349,0.812969258,0.556822202
YHR110W,231.3125182,282.7325627,197.9784294,256.8915562,215.7328193,247.461278,192.1341537,185.7348864,168.7287156,115.87352,-0.087176693,0.067581262,-0.045550693,0.030282918,-0.029308115,0.080594565,0.095305652,0.137010136,0.300214936,NA,0.423009503,0.359776495,0.947378667,0.930465492,0.366075828,NA,0.247879943,0.028535198
YHR112C,365.4974131,494.7974047,769.7283168,1166.164426,344.783783,374.1051707,371.3720379,437.7562748,506.112905,797.5384433,-0.131543106,-0.323453156,-0.503875482,0.025337477,-0.010109403,-0.006924893,-0.078348073,-0.141363104,-0.338867319,0.119708051,0.02488025,0.001080015,0.924645216,0.961468697,0.886363139,0.594366019,0.184846337,0.009159456
YHR113W,3517.125704,3716.574461,2854.241175,2597.171024,3437.520236,3372.820822,3111.797968,3665.402345,4317.409958,2538.007366,-0.023954948,0.090697224,0.131687342,0.009942627,0.01819462,0.053176498,-0.017933763,-0.089035398,0.141695012,0.663185871,0.156542264,0.067575959,0.968069687,0.933571756,0.355456983,0.820110121,0.31412516,0.054333216
YHR114W,186.8777521,180.5244373,210.1030497,304.7345004,183.956937,173.7218274,192.0895626,179.2695404,231.1407839,234.7602148,0.015021601,-0.050874755,-0.212364024,0.006841432,0.031703212,-0.011946166,0.018051096,-0.09231898,-0.099066897,0.89545793,0.421133792,0.125425926,0.976168154,0.88713458,0.884556532,0.876120241,0.324024258,0.120391444
YHR117W,256.7358588,265.4781931,351.4121157,394.4523282,250.4657515,232.2892141,232.1023148,267.9058271,293.4144625,366.6297623,-0.014542321,-0.136330199,-0.186507992,0.010738183,0.043457487,0.04380706,-0.018495628,-0.057994985,-0.154741186,0.866410153,0.13838084,0.05165236,0.946342878,0.715613677,0.397173337,0.831976727,0.314065185,0.053183466
YHR121W,1212.679385,1414.118981,1555.448851,1389.358911,1362.239793,1319.203657,1330.481636,1335.99556,1280.016079,1432.602299,-0.066739957,-0.10810974,-0.059068456,-0.050507568,-0.036565852,-0.04026289,-0.04205902,-0.02346943,-0.072379649,0.20813363,0.118474157,0.269258475,0.850165909,0.839548338,0.555921413,0.419908035,0.674892409,0.15610173
YHR122W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YHR127W,879.139261,1218.897821,840.2720973,818.7044913,914.7817773,824.9529764,781.8085787,834.1126249,905.2252097,797.9982801,-0.141909625,0.019637733,0.030930503,-0.017259829,0.027628482,0.050957244,0.022832981,-0.012698965,0.04205572,0.257534967,0.686498074,0.295756238,0.850165909,0.81309853,0.316288442,0.62921725,0.870849496,0.151848088
YHR128W,1252.231021,1215.264797,1081.059545,943.2167836,1378.923614,1272.897858,1409.633049,1564.715396,1712.316013,1674.906604,0.01301354,0.063834843,0.123072938,-0.041855751,-0.007109097,-0.051421615,-0.096750898,-0.13589946,-0.126306137,0.823410959,0.397556017,0.069152893,0.850165909,0.964001565,0.487159845,0.303866311,0.170063638,0.035769112
YHR135C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YHR137W,1310.387127,797.0067651,1110.7325,197.9921432,1369.062809,1159.198525,1097.863818,1434.025503,1940.618034,386.7662615,0.21593761,0.071790139,0.820751661,-0.019023755,0.053241798,0.076851146,-0.039157257,-0.170540445,0.529951035,0.455591984,0.391504055,0.008483493,0.974203701,0.917050881,0.338515249,0.786019283,0.269486927,0.010635058
YHR138C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YHR143W-A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YHR144C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YHR146W,658.6430022,689.7954853,570.9181917,643.4163288,600.6302297,566.2917336,437.9291877,737.6424606,838.5073259,541.010471,-0.020070266,0.0620762,0.010158004,0.040042896,0.06560986,0.17724619,-0.049195826,-0.104856779,0.085444411,0.902180729,0.385092802,0.860773022,0.850165909,0.845472193,0.093520571,0.507983888,0.291828788,0.155634315
YHR147C,1070.239562,1034.022453,1395.551516,1241.773921,1059.691237,1025.043997,1041.093549,926.4887667,950.9435259,754.2082886,0.014951032,-0.115264872,-0.064561534,0.004301658,0.018738494,0.011991245,0.062640843,0.051326275,0.1519897,0.88312718,0.074414596,0.288214825,0.976168154,0.899463862,0.866926121,0.651880006,0.636419127,0.084719254
YHR148W,168.5217848,116.1908141,129.9137234,132.0578377,158.9418889,147.829163,155.6998361,160.9942889,150.5184582,148.7630202,0.161484255,0.11300102,0.105891868,0.02541768,0.056895932,0.034367895,0.01984558,0.049066289,0.054161063,0.086819952,0.105884996,0.087100471,0.868656189,0.710081989,0.345904127,0.902453417,0.394690085,0.304984342
YHR154W,5.232464367,5.382978588,6.39982211,6.604780268,NA,4.105968165,NA,3.956580016,NA,10.583179,-0.012316373,-0.087461623,-0.101152094,NA,0.105290702,NA,0.121386326,NA,-0.305909862,NA,NA,NA,NA,NA,NA,NA,NA,NA
YHR158C,110.5841499,131.863263,132.6583059,136.94302,94.55849935,104.8050214,99.97485369,102.9603833,124.8694034,108.8479734,-0.076430935,-0.079041563,-0.092847017,0.067992312,0.023310793,0.043802106,0.031022733,-0.052763153,0.006872536,0.202948772,0.283556833,0.033335785,0.850165909,0.839548338,0.656398812,0.657904607,0.588608833,0.902277801
YHR161C,574.9866785,556.6215824,542.6356437,497.6537863,504.0797218,553.7959171,522.9334091,739.7795745,920.1827563,556.477954,0.014097741,0.025149465,0.06273047,0.057158556,0.016308033,0.041211394,-0.109444553,-0.204216308,0.014209819,0.924600277,0.824869134,0.530686603,0.868656189,0.972429835,0.723644756,0.501271075,0.201397685,0.893920093
YHR163W,2778.275954,1287.217725,1228.177941,1460.473083,3060.101439,2909.960755,2360.283412,2988.001162,2520.488848,1445.824695,0.334123369,0.354514087,0.279281823,-0.041960443,-0.020111752,0.070811226,-0.031605382,0.0422906,0.283659742,0.127533253,0.044789648,0.017823332,0.850165909,0.893396367,0.314770603,0.589364864,0.534825074,0.012222396
YHR165C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YHR170W,814.5437609,551.4105187,600.9048262,623.3580183,891.2982953,1025.818288,1071.877333,1012.624159,940.3672071,1279.209783,0.169439375,0.132108729,0.116176871,-0.039108654,-0.100156016,-0.119230665,-0.094533863,-0.062383054,-0.196027351,0.089975711,0.069382263,0.050338266,0.850165909,0.442982105,0.106761209,0.58156664,0.267654284,0.021251652
YHR171W,151.9123008,105.4198473,128.4384606,126.6681825,105.926442,116.8015194,241.4915673,151.8643095,NA,121.1193685,0.158670559,0.07289785,0.078925402,0.156588557,0.114144449,-0.201309029,0.000137222,NA,0.098379344,NA,NA,NA,NA,NA,NA,NA,NA,NA
YHR176W,NA,7.578071113,11.30964675,18.50517666,27.33680959,NA,NA,NA,26.4214401,6.097223583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YHR179W,7066.203953,6430.533565,9783.939177,12299.20357,8248.191073,8448.95777,8638.819362,8372.148979,9238.801424,15545.31539,0.040939159,-0.141327576,-0.240690821,-0.067172545,-0.077616971,-0.087268225,-0.073650779,-0.116429464,-0.342413369,0.577018722,0.359984821,0.068630401,0.850165909,0.628250738,0.264544497,0.441779341,0.247879943,0.00849866
YHR187W,74.54844303,65.80678483,70.17350487,61.45771594,86.06106848,70.90524762,75.75307086,103.284232,85.37117667,86.53202188,0.054167905,0.026265409,0.083862162,-0.062368156,0.021760199,-0.006961665,-0.141595447,-0.05887269,-0.064738274,0.838237043,0.830352014,0.696460272,0.850165909,0.968654596,0.965738424,0.726524991,0.835795182,0.699587339
YHR188C,186.7926833,178.3506015,165.5603063,165.9053789,154.9404367,159.0146837,135.0251151,138.9930399,157.6223853,165.7928343,0.020085282,0.05240364,0.051499394,0.081195085,0.069922631,0.140945305,0.128366807,0.073741965,0.051794105,0.79101767,0.559625033,0.481166544,0.850165909,0.710081989,0.16005785,0.419908035,0.363499615,0.531991336
YHR190W,1722.877399,1392.833603,1649.050939,1839.75783,1737.148098,1547.195488,1296.531547,1363.991503,1333.152517,1625.749734,0.092355138,0.019020303,-0.028506286,-0.003582471,0.046709184,0.123471285,0.101442709,0.111374537,0.025200682,0.129916809,0.784639246,0.529767161,0.945718304,0.710081989,0.019548976,0.144483456,0.057765893,0.581962147
YHR192W,418.0947041,426.8198196,430.3044481,483.1974894,478.2768987,443.6820729,373.7155746,442.9309386,537.2415811,517.6687182,-0.008969911,-0.012501169,-0.062850003,-0.058404738,-0.025797215,0.048733469,-0.02506135,-0.108894952,-0.092777256,0.902779321,0.686498074,0.122293731,0.87312765,0.91677162,0.365101538,0.82848002,0.35590646,0.12056121
YHR193C,11601.18214,9624.777726,9708.605209,9198.021489,11757.14203,11507.32036,10838.98921,11256.26503,12395.82401,8377.076759,0.081111537,0.077345404,0.100807825,-0.005799519,0.003528041,0.029513461,0.013107935,-0.028773156,0.14140975,0.092486644,0.162585611,0.019749884,0.974203701,0.961468697,0.489781997,0.836615858,0.469594988,0.01168433
YHR195W,NA,384.9131829,215.3165471,277.3136451,241.464704,356.2413527,NA,622.385859,486.9765655,341.7788884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YHR196W,214.3489128,155.9416874,239.8000491,232.6151682,233.3506955,207.6498724,242.3199546,248.7007648,227.4832172,251.7741011,0.138159056,-0.048727983,-0.035516745,-0.036887815,0.013789616,-0.053267894,-0.064555836,-0.025828077,-0.069889769,0.106019687,0.772142848,0.568856878,0.850165909,0.940329816,0.284475736,0.297462311,0.835795182,0.092311451
YHR197W,220.8521382,NA,529.8717995,286.4496131,187.5752213,169.2536214,343.5797639,339.8798456,NA,331.1352601,NA,-0.380069198,-0.112946632,0.070926141,0.115563639,-0.191925969,-0.187223804,NA,-0.17590382,NA,NA,NA,NA,NA,NA,NA,NA,NA
YHR198C,84.92934992,80.27017403,96.41600905,100.8133763,77.78555247,71.56173507,67.61827024,76.35819659,76.8095807,82.37589454,0.024503595,-0.055091351,-0.07446036,0.038158859,0.074376938,0.098993743,0.046202137,0.043642406,0.013257656,0.753780354,0.491319471,0.064673722,0.868656189,0.668347719,0.244643956,0.441779341,0.675027861,0.85474786
YHR199C,139.8183523,118.9133521,184.5702623,310.8292187,149.3201057,185.3027336,190.0083562,145.9520553,176.6960736,253.1454184,0.070333558,-0.12059755,-0.346957657,-0.028554109,-0.122317646,-0.133208521,-0.018646035,-0.101662719,-0.257805892,NA,0.395642854,0.042275996,0.942073953,NA,NA,0.928490121,0.490645941,0.075308396
YHR200W,12070.22346,12591.25963,13208.8149,14285.4483,12019.87154,12303.46439,11357.1951,12232.05126,12443.5424,10241.68095,-0.018353869,-0.039148544,-0.073178563,0.001815484,-0.008312106,0.026444224,-0.005783982,-0.013228722,0.071344068,0.744890471,0.242596353,0.16226062,0.988491725,0.958740711,0.534815835,0.920701367,0.898176962,0.083822263
