Gene ID,REF,EtOH  20g/L,EtOH  40g/L,EtOH  60g/L,Osmo 0.2 M (NaCl),Osmo 0.4 M (NaCl),Osmo 0.6 M (NaCl),Temp 33C,Temp 36C,Temp 38C,EtOH20 vs REF,EtOH40 vs REF,EtOH60 vs REF,Osm200 vs REF,Osm400 vs REF,Osm600 vs REF,Temp33 vs REF,Temp36 vs REF,Temp38 vs REF,EtOH20 vs REF,EtOH40 vs REF,EtOH60 vs REF,Osm200 vs REF,Osm400 vs REF,Osm600 vs REF,Temp33 vs REF,Temp36 vs REF,Temp38 vs REF
YDR477W,248.2629801,233.3688756,362.6418473,423.1701585,208.486731,223.0501678,201.4816502,254.5942672,289.3834208,346.9526682,0.026869031,-0.164565954,-0.23160307,0.075833544,0.04650941,0.090676465,-0.010936656,-0.066561682,-0.145358267,0.550170208,0.049640074,0.004420423,0.850165909,0.813182503,0.28082171,0.932169255,0.485374097,0.084843818
YDR484W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YDR487C,16515.8769,13387.52688,20609.46466,19371.38985,16263.37267,16418.4965,14969.99981,16552.89924,18227.99214,19085.02135,0.091201281,-0.096165074,-0.069259144,0.006691023,0.002568253,0.042679842,-0.000972434,-0.042837195,-0.062791013,0.15837092,0.090665079,0.257061311,0.965300582,0.987958483,0.473911961,0.978838151,0.487340325,0.116098638
YDR489W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YDR493W,750.4619388,574.0966699,1331.489482,1465.997134,665.5096674,563.7029782,562.6872244,650.0701215,507.8299469,1205.975713,0.116343643,-0.249009069,-0.29080445,0.052174302,0.124278342,0.125061616,0.062368466,0.169610363,-0.206009891,NA,NA,NA,NA,NA,NA,NA,NA,NA
YDR496C,185.9322552,129.3076141,145.2099495,204.308676,210.4273962,201.8743939,247.0870591,204.1357296,201.0153845,236.832859,0.157730638,0.107358363,-0.040932072,-0.053747544,-0.035726499,-0.123495263,-0.040564288,-0.03387456,-0.105087221,0.047475686,0.068200726,0.320381047,0.850165909,0.710081989,0.164279565,0.687824491,0.684587807,0.041950301
YDR502C,34555.50846,45683.78322,44304.80939,34168.27542,38244.48479,39322.23029,43528.22103,38607.76561,38314.23849,46219.52911,-0.121244774,-0.107933585,0.004894229,-0.044051527,-0.056120855,-0.10025363,-0.04815738,-0.044842911,-0.126308229,0.233031011,0.260829396,0.938216523,0.850165909,0.667807546,0.240356536,0.501271075,0.600763463,0.034772254
YDR510W,1606.341672,1588.612617,1477.220329,1641.064544,1437.494973,1533.366876,1308.582329,1833.402648,1988.639602,1988.374266,0.004819919,0.03639265,-0.009287736,0.048231591,0.020191849,0.089036875,-0.057419928,-0.092718158,-0.092660208,0.942042123,0.530298154,0.84115215,0.850165909,0.936196274,0.251711188,0.602640316,0.303896205,0.120719776
YDR511W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YDR516C,473.2547387,164.7977224,256.6946599,598.6996008,452.7200016,332.9945335,472.795626,442.9391552,499.2626766,711.7579097,0.458143766,0.265678137,-0.102113997,0.019265289,0.152657867,0.000421521,0.028750898,-0.023234129,-0.177237331,0.056606248,0.108787864,0.150331925,0.924645216,0.483731116,0.997781529,0.911847699,0.816897015,0.204385638
YDR518W,850.0550793,463.1757588,494.1064303,652.1997366,653.979131,585.2683205,559.566743,851.4653673,1087.328361,1209.613392,0.263701245,0.235626561,0.115066448,0.113883177,0.16209205,0.181595172,-0.000719921,-0.106913649,-0.15319952,0.117341106,0.041969101,0.034369594,0.850165909,0.628250738,0.234366381,0.985944947,0.097823302,0.048729755
YDR529C,27157.3191,36017.56167,45593.10943,37462.50136,30362.61845,32492.41186,29397.94158,30309.18949,26862.69718,5979.673523,-0.122627413,-0.225012317,-0.139709876,-0.048452327,-0.077895054,-0.034430027,-0.047687428,0.004737279,0.657209422,0.113816727,0.103643993,0.04736028,0.850165909,0.489919945,0.638217869,0.453478878,0.957555097,0.017171269
YDR531W,463.0470613,496.1189631,453.0362852,290.2792994,432.237428,415.7506955,372.4767884,440.1676215,412.2557163,267.0005654,-0.029960695,0.009492145,0.202809066,0.029902762,0.046792148,0.094525918,0.022007039,0.050458446,0.239112951,0.64940731,0.884394223,0.025564275,0.868656189,0.870327242,0.201055159,0.748278003,0.472458504,0.03866656
YDR533C,6885.117422,7715.690117,6186.159371,11624.08445,5422.848864,4846.406609,2564.799891,7227.041364,6329.864205,2127.409724,-0.049463426,0.046490247,-0.227447405,0.103683851,0.152491503,0.428857865,-0.021049189,0.036516958,0.510060211,0.540068916,0.728047322,0.053155494,0.850165909,0.712423272,0.005761217,0.902453417,0.272232341,0.005549991
YEL002C,2850.899807,3139.665736,3270.134241,3762.146725,2724.384933,2737.166782,2730.19595,2420.363838,2626.969547,2936.196931,-0.041901459,-0.059583626,-0.120453775,0.019713485,0.017680694,0.018788136,0.071101299,0.035526916,-0.012803226,0.430464721,0.189619181,0.156394303,0.924645216,0.845472193,0.575769206,0.282626419,0.534970658,0.770922443
YEL003W,5.800756932,6.177209898,7.323513851,7.806568688,6.44919625,5.311423006,5.244987904,7.303841624,6.287538671,4.503519791,-0.027307691,-0.10123484,-0.128975518,-0.046020925,0.038273777,0.043740177,-0.10006668,-0.034996001,0.109932592,0.761150862,0.245897482,0.217953344,0.868656189,0.897119779,0.607377673,0.477657285,0.750094895,0.222545351
YEL007W,NA,36.66875389,42.863381,43.66824979,35.0439567,30.15087374,NA,NA,53.19347289,38.17839467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YEL013W,157.6286962,175.2628458,161.7470402,172.7102671,144.6481409,136.7862471,130.2283035,158.9284837,177.9151711,161.5576326,-0.046054576,-0.011201059,-0.039682872,0.037322427,0.061592849,0.0829299,-0.003566457,-0.052577699,-0.010692197,0.599341759,0.794493298,0.503167253,0.86645689,0.710081989,0.210041912,0.958645814,0.537486509,0.858238004
YEL017W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YEL018W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YEL020W-A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YEL021W,1284.039765,1259.846915,960.2727375,685.1710775,1277.313232,1243.886954,1172.266837,1166.406483,1034.092534,590.6516965,0.008260697,0.126183874,0.272779451,0.002281062,0.013797561,0.039551994,0.041728549,0.094019071,0.337247018,0.800823964,0.03739762,0.008578431,0.982789191,0.931506351,0.222975865,0.461617974,0.081108551,0.006427659
YEL022W,147.4179673,129.0856807,114.6672879,163.0876733,NA,93.2091783,101.283262,NA,140.4078098,187.3021756,0.057672349,0.109110878,-0.043870718,NA,0.199091739,0.163012738,NA,0.021159154,-0.103992403,NA,NA,NA,NA,NA,NA,NA,NA,NA
YEL024W,5919.288234,8253.06454,10223.32277,8500.591804,7297.332867,6356.226749,6567.127272,6008.645422,6374.015924,2620.206499,-0.144345753,-0.237322584,-0.157179674,-0.090894669,-0.030929894,-0.045105945,-0.006507088,-0.032143656,0.353933969,0.135070894,0.093357419,0.150355155,0.850165909,0.710081989,0.365101538,0.920701367,0.835795182,0.08757232
YEL026W,16044.56716,10273.47481,11621.98756,9708.879393,13197.51127,14909.59536,14474.38199,15173.6512,17264.15853,12828.62065,0.193610645,0.140047599,0.218158899,0.084835964,0.031862148,0.044727976,0.024237909,-0.03181741,0.097148042,0.1345325,0.248825926,0.01921406,0.87312765,0.919321543,0.580453338,0.730151747,0.563646615,0.102521529
YEL031W,458.4507522,564.445448,505.4617788,527.964348,458.2741455,516.8599051,578.904945,390.7884991,401.8185242,1043.986285,-0.090329285,-0.042395632,-0.061311907,0.000167333,-0.052080154,-0.10131457,0.069350916,0.057262735,-0.357402104,0.19517701,0.248825926,0.165364739,0.997793032,0.826920331,0.057170765,0.50626373,0.336158957,0.017958509
YEL032W,116.0519315,180.6396239,160.2802657,235.9864567,NA,105.9638065,77.03972731,82.00512441,NA,155.1655255,-0.192160647,-0.140227681,-0.308234706,NA,0.039494822,0.177937636,0.150811381,NA,-0.126142864,0.578817624,0.307534645,0.113975952,NA,NA,NA,0.524080563,NA,0.330150332
YEL036C,457.8988929,414.4779393,450.4572612,409.3567421,516.090818,446.334791,477.2738634,447.5482598,449.252561,413.189265,0.043268173,0.007116002,0.048667646,-0.051956539,0.011108853,-0.017998059,0.009929721,0.008279032,0.044620564,0.587964601,0.898553015,0.345218037,0.890090812,0.945475478,0.760813909,0.911847699,0.891709112,0.444830305
YEL037C,226.8442142,221.2949111,200.5476311,233.7104904,218.1872721,208.3365788,201.6588449,224.0420693,203.2956706,118.6153474,0.01075628,0.05351017,-0.0129505,0.016898294,0.036962179,0.051110432,0.005398132,0.047599577,0.281586822,0.83459434,0.353388452,0.833791217,0.900668496,0.710081989,0.301780742,0.952957492,0.35291056,0.005549991
YEL038W,490.5957065,595.8450841,565.1806937,546.7260309,396.2169922,587.2363262,460.4860446,629.167601,600.1273982,635.8994711,-0.084409618,-0.061463575,-0.047046009,0.092790646,-0.07808917,0.02750727,-0.108042607,-0.087519711,-0.112664721,0.697834376,0.489509947,0.636288279,0.850165909,0.931506351,0.884730096,0.803936612,0.641028797,0.14868636
YEL043W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YEL046C,370.3539858,311.5515605,384.3423453,469.1261372,475.6115366,500.6807705,602.4762091,319.6990174,248.5202376,280.7677807,0.075087092,-0.016101213,-0.102672607,-0.108635358,-0.130943889,-0.211322879,0.063875721,0.173255263,0.120269754,0.484573932,0.830352014,0.204688374,0.850165909,0.608630219,0.06585876,0.650193789,0.125244195,0.150420094
YEL047C,2954.646884,2946.722936,2189.725862,2183.033336,2603.257771,2737.587641,2803.228374,3089.276641,3564.919884,3670.364085,0.001166281,0.130115837,0.131445217,0.054988411,0.033137553,0.022847104,-0.019351216,-0.081544189,-0.094203562,0.98152657,0.028343181,0.031208712,0.850165909,0.71277319,0.654127286,0.784883055,0.171216428,0.035092158
YEL048C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YEL050C,51.49321673,40.95394328,78.5143494,64.9529474,49.01094476,63.69412247,49.43731547,38.41245799,39.1291761,46.57991202,0.099454298,-0.183199014,-0.10084884,0.021456948,-0.092349336,0.017695143,0.127277924,0.119249319,0.043551359,0.413771472,0.143814895,0.060371078,NA,0.767316431,0.808533708,0.303866311,0.162726852,0.687213152
YEL051W,50.72079736,81.41309107,75.10417344,91.94246968,50.43135662,44.26529685,53.51942678,53.81083658,51.34201329,59.37668583,-0.205508172,-0.170477999,-0.258330093,0.002485421,0.059122691,-0.023325381,-0.025683672,-0.005286823,-0.068429881,0.076425778,0.13838084,0.023881992,0.989600219,0.753022702,0.680442962,0.829718916,0.911755838,0.214303393
YEL055C,165.946808,163.0317901,145.1047233,188.2445955,157.8113489,156.3408838,197.9895149,127.4651174,106.9162288,237.2371356,0.007696606,0.058287354,-0.054753613,0.021830671,0.02589634,-0.076673288,0.114577553,0.190925271,-0.155213769,0.9614023,0.237093521,0.294745974,0.850165909,0.790047925,0.174960874,0.412060532,0.048765375,0.190740005
YEL056W,818.8941601,714.8186753,741.1632664,744.7811388,811.0053356,963.5316382,863.5269698,714.1387612,804.3868398,585.6719805,0.059031884,0.043313887,0.041199104,0.004204063,-0.070638206,-0.023048132,0.059445168,0.007762817,0.145573327,0.282152719,0.376822906,0.62700689,0.982789191,0.895315377,0.637199084,0.401867694,0.942890175,0.171610527
YEL058W,269.881495,271.7271672,222.5423742,202.8692201,265.4104888,249.2601697,260.9932444,251.4949765,244.6137473,252.948652,-0.002959954,0.08376039,0.123956948,0.007255025,0.034520221,0.014543841,0.030643793,0.042692247,0.028140738,0.9614023,0.116673748,0.018868739,0.944641268,0.824496527,0.782325029,0.508083867,0.206747553,0.620486902
YEL060C,1868.402591,1998.64713,1005.893311,863.6509889,1671.721836,1570.013316,1090.421014,1496.875984,1487.235586,894.2175208,-0.029265663,0.268918541,0.335132186,0.048306446,0.075567125,0.233876248,0.09628464,0.099090692,0.320027286,0.794193904,0.063775416,0.032551101,0.868656189,0.836549103,0.119555996,0.524080563,0.334800488,0.032459015
YEL066W,514.5893843,1283.472168,482.6828173,218.1488771,508.7669667,511.8695984,459.7149793,508.0104405,576.8732627,405.2349619,-0.396925633,0.027798984,0.372707841,0.004941917,0.002301487,0.048972168,0.005588185,-0.049619588,0.103753915,0.021225666,0.660270845,0.008843253,0.974203701,0.992293731,0.397173337,0.953034394,0.55101884,0.078057754
YEL071W,2847.677557,4944.88225,6711.94274,6094.034021,3419.425476,3926.014551,5014.947576,2517.0275,2308.197277,6641.190116,-0.239665142,-0.37235743,-0.330414062,-0.079462331,-0.139461092,-0.245775585,0.053602852,0.091217888,-0.3677551,0.134737621,0.165936735,0.007592947,0.850165909,0.481862612,0.037676958,0.525343447,0.139559684,0.205014836
YER003C,7493.34133,8256.052022,7058.437714,8236.245298,8628.477707,8734.705885,8911.125481,8018.390561,8677.656193,7297.35682,-0.042096905,0.025966929,-0.041053757,-0.061258666,-0.06657277,-0.075257044,-0.02941169,-0.063726924,0.011509933,0.460194925,0.59693426,0.263687938,0.850165909,0.384152218,0.250959444,0.567390631,0.314627251,0.65597246
YER004W,5368.824424,5045.383146,4620.760972,3556.84685,5143.642529,4903.81031,4495.868332,5496.886599,5855.096341,2245.457025,0.026985049,0.065165698,0.178814036,0.018608423,0.039345539,0.077065618,-0.010237576,-0.037654844,0.378574454,0.71361668,0.144487167,0.008035572,0.922594412,0.817254424,0.217390504,0.784883055,0.498061114,0.002781492
YER006W,442.4549983,291.5914894,235.4955682,280.710842,471.9557634,468.4413325,523.8294717,438.1759833,384.0404148,406.6717739,0.181094261,0.273886367,0.197609919,-0.028032188,-0.024786102,-0.073320823,0.004220536,0.061492175,0.036625075,0.125355117,0.011245864,0.015298936,0.890090812,0.817254424,0.067805714,0.964597889,0.27395119,0.344906264
YER007C-A,1574.332475,1743.18041,1764.492149,1787.977668,1583.393626,1597.440736,1493.673304,1738.283533,1795.446652,1643.805662,-0.044245883,-0.049523276,-0.055265636,-0.002492438,-0.006328301,0.022840835,-0.043024162,-0.057076051,-0.018754018,0.533509899,0.360322626,0.255852588,0.988491725,0.972429835,0.658483972,0.463362187,0.267613374,0.660654372
YER008C,11.48185775,NA,18.70236199,14.89389356,10.0868591,15.53700143,21.95677037,13.59371688,15.71760543,16.50608843,NA,-0.211884297,-0.112996084,0.056256208,-0.131355044,-0.281556298,-0.073326058,-0.13637422,-0.157632005,NA,NA,NA,NA,NA,NA,NA,NA,NA
YER009W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YER012W,1213.791962,1317.844942,1303.740212,1332.407923,1260.049937,1219.505382,1235.1583,1361.81509,1461.934095,1143.652806,-0.035720057,-0.031046804,-0.040492949,-0.0162435,-0.002039464,-0.007578364,-0.049973885,-0.080783538,0.025850057,0.556215342,0.310006788,0.288214825,0.889850727,0.994555631,0.904554453,0.346843753,0.11163347,0.409439542
YER016W,344.0922961,381.7300382,453.711132,887.9005479,328.7222418,353.0522646,268.2517909,1802.195542,244.0614533,517.2831806,-0.045081386,-0.120104486,-0.411689375,0.019845859,-0.011164052,0.108132319,-0.719126962,0.149175756,-0.177053408,0.716807592,0.237093521,0.484587014,NA,0.978204224,0.249182658,0.725585905,NA,NA
YER017C,125.9308005,137.7109708,165.7279373,193.1195182,110.9938425,124.8373013,124.8495419,93.77045382,83.29581155,115.0173727,-0.038836576,-0.119263761,-0.185694205,0.054833078,0.003787592,0.003745011,0.128065946,0.1795088,0.039368521,0.659802349,0.168136644,0.032980364,0.850165909,0.988517041,0.985677605,0.441779341,0.171216428,0.69942004
YER019W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YER021W,439.9456755,457.7220023,474.5614192,511.4525429,460.5408686,503.221322,591.6823228,468.6618382,493.6762491,588.5582872,-0.017202736,-0.032893375,-0.065406289,-0.019869123,-0.058359981,-0.128689541,-0.027460538,-0.050043181,-0.126390426,0.843528525,0.360322626,0.201521891,0.937515619,0.608630219,0.178928274,0.848900989,0.336158957,0.017197039
YER023W,3251.927637,3710.635017,2349.224443,2354.058814,3648.489795,3281.588092,3218.963371,3303.210728,3438.853181,3050.208863,-0.057307366,0.141216362,0.140323564,-0.049972263,-0.003943194,0.004424838,-0.006795407,-0.024272761,0.027811294,0.208091734,0.099951837,0.09143253,0.850165909,0.968654596,0.956086229,0.861986706,0.695068246,0.182076164
YER024W,513.9999951,767.0365366,1022.369281,230.310271,363.0755107,404.1673615,464.7545628,602.6272654,642.0394776,53.27069733,-0.173852937,-0.298644677,0.348649809,0.150966158,0.104401876,0.043739453,-0.069085662,-0.096598618,0.984474733,0.320279716,0.404603016,0.165841341,0.850165909,0.749704443,0.787857219,0.876120241,0.475479943,NA
YER025W,2022.149173,1915.067903,1979.327358,2984.384383,2556.243444,2535.799074,3429.603943,2500.772235,2549.93454,4106.979334,0.023629013,0.009295563,-0.169041569,-0.101789021,-0.098301649,-0.22943078,-0.092260949,-0.100715842,-0.307709327,0.766697278,0.824869134,0.031744049,0.850165909,0.667807546,0.038595216,0.550922859,0.259019917,0.001115454
YER029C,152.1367675,183.2542334,210.7660179,241.8437897,155.7288634,148.3711287,130.8071334,147.0945977,179.2584491,156.3517979,-0.080819832,-0.141566406,-0.201300755,-0.010134929,0.010884784,0.065602756,0.014637462,-0.07124545,-0.011868695,0.378081279,0.06248939,0.008843253,0.946414861,0.965137524,0.27985502,0.926275326,0.38061128,0.722606591
YER031C,870.0114553,822.5696317,1018.44468,1080.190833,789.4137413,761.562978,745.3986098,832.6815273,918.5104175,1092.22998,0.024352299,-0.068412473,-0.093975516,0.042220289,0.057819147,0.067136393,0.019046041,-0.023559115,-0.098789122,0.208169201,0.194265273,0.008035572,0.850165909,0.710081989,0.349835851,0.61783853,0.436413095,0.085151615
YER036C,2680.619349,2256.376314,1448.735667,1487.40906,3024.081348,3009.664959,3599.789017,3258.107478,3374.938378,3049.442292,0.074823616,0.267245996,0.255804726,-0.052358321,-0.050283004,-0.1280419,-0.084730259,-0.1000307,-0.055985271,0.110115206,0.013451359,0.006966091,0.850165909,0.608630219,0.130055093,0.427264987,0.124131761,0.085151615
YER042W,95.44060925,91.20493002,63.59846936,51.15539504,86.77585667,84.73064642,75.88531758,99.14563245,110.4262232,72.56842582,0.019714889,0.17628654,0.27084176,0.041334293,0.051692683,0.099575447,-0.016540384,-0.063339016,0.118985501,0.816204953,0.040120978,0.013096978,0.850165909,0.849013217,0.137594751,0.782541934,0.276674964,0.03866656
YER043C,46242.50074,51224.2303,45555.83674,34680.02911,54959.93031,51528.54879,56053.64429,38287.27752,41149.14909,46406.20149,-0.044434129,0.006497284,0.124961859,-0.075004861,-0.047006599,-0.083562541,0.081986826,0.050680453,-0.001534709,0.364431088,0.912809757,0.03045554,0.850165909,0.710081989,0.204120742,0.346370766,0.508711551,0.968534373
YER044C,288.9176731,565.5721444,153.554071,192.9888185,510.9516745,1134.775596,NA,NA,324.0491816,1072.585143,-0.291713903,0.274512774,0.175241961,-0.247605718,-0.594135879,NA,NA,-0.049836821,-0.569657669,NA,NA,NA,NA,NA,NA,NA,NA,NA
YER048C,1069.3251,1068.385012,768.9392918,634.3179496,1077.915661,1002.96348,915.4595462,1147.66213,1355.064787,1018.676537,0.000381974,0.143217708,0.22680276,-0.003475021,0.027824641,0.067470603,-0.03070429,-0.102850299,0.021073458,0.996744971,0.095434328,0.030659638,0.983985676,0.897119779,0.383232582,0.718110511,0.233421304,0.703919086
YER048W-A,109.2749387,131.0441772,140.8915997,138.682529,122.344031,114.7746996,124.2668701,120.529582,141.1124137,154.217314,-0.078897157,-0.110364529,-0.103501181,-0.049062214,-0.021325593,-0.055834788,-0.042573079,-0.111044649,-0.149612563,0.433806985,0.142648668,0.052824904,0.850165909,0.890373313,0.400430043,0.501271075,0.249175806,0.133296053
YER049W,1212.030918,1112.042219,1031.724046,1128.515741,1390.087011,1450.320599,1666.005202,1324.947301,1215.764241,1423.252569,0.037392423,0.069950146,0.031006077,-0.059528287,-0.077950317,-0.138162655,-0.038684906,-0.001335667,-0.069768278,0.493990794,0.123491508,0.445054824,0.850165909,0.384152218,0.114970975,0.731872931,0.986250702,0.269335893
YER052C,4691.289246,3646.876333,5331.673299,5254.674947,4833.531649,4826.67162,5040.985134,4803.598113,4101.763022,3893.029881,0.109371174,-0.055571319,-0.049253645,-0.012972356,-0.012355542,-0.031223206,-0.010274455,0.058321645,0.081004473,0.089975711,0.07845619,0.161079258,0.924645216,0.89354419,0.384036349,0.858191285,0.255860257,0.03779316
YER055C,8111.509562,5647.059608,6326.259117,5817.854518,7501.410676,7349.996055,6154.388229,7291.05061,5539.56355,5836.442227,0.157279312,0.107954708,0.144338827,0.033958742,0.042814578,0.119916796,0.046311572,0.165626136,0.142953494,0.086819952,0.132782864,0.039805285,0.868656189,0.836549103,0.086194323,0.501500486,0.061862575,0.130964422
YER056C-A,10471.35885,10532.8068,10547.39531,9779.033354,11892.49312,11555.54353,11788.61101,11649.12946,11449.39204,10078.67635,-0.002541075,-0.00314218,0.029707116,-0.055269866,-0.042787335,-0.051459595,-0.046290429,-0.038779383,0.016599544,0.968540928,0.956962001,0.462665927,0.850165909,0.724144475,0.279276188,0.510183176,0.304791636,0.658484258
YER057C,7974.945367,9426.665967,7267.492856,4820.138768,8070.692371,8508.216677,7693.548669,7976.010012,7517.640584,4230.123619,-0.072630402,0.040343103,0.218668175,-0.005183077,-0.028110825,0.015601011,-5.79739E-05,0.025646158,0.275374657,0.327894252,0.248825926,0.020056696,0.937515619,0.89354419,0.574755108,0.99952305,0.508591787,0.006253564
YER061C,338.1884468,497.9066206,502.8901611,407.6836611,322.9662727,298.9044688,256.6638159,372.4385062,450.9597271,447.2763378,-0.167989134,-0.172314372,-0.081164539,0.020001596,0.053626359,0.11979412,-0.041895809,-0.124978992,-0.121417156,0.106019687,0.010917513,0.129012501,0.913626292,0.817978052,0.061210602,0.673517568,0.081108551,0.037935332
YER062C,389.0415118,454.9960824,191.6090321,559.1663651,977.5970785,1302.636613,2357.007922,553.1417024,389.4367481,900.6569026,-0.068011713,0.307579967,-0.157545096,-0.400163951,-0.524827336,-0.782365098,-0.152840458,-0.000440986,-0.364563438,0.537931661,0.008565784,0.22104185,0.850165909,0.67278492,0.000500657,0.524080563,0.995622841,0.082135923
YER063W,568.8125162,694.6614641,728.735974,676.7271805,511.8710509,544.3807015,422.4580841,518.2982931,632.3125981,358.0332963,-0.086804063,-0.107601065,-0.075444476,0.045808576,0.019066423,0.129185519,0.040389365,-0.045962691,0.201045727,0.171402107,0.192719444,0.120662699,0.850165909,0.958740711,0.090371992,0.444188245,0.484353072,0.017171269
YER065C,2618.060155,13997.51755,12217.88064,564.828321,3089.881085,2518.189735,2328.225663,2311.666168,2640.014176,142.4342519,-0.7280714,-0.669016257,0.666063157,-0.071962145,0.016891172,0.050954549,0.054054504,-0.003626638,1.264365182,0.206874295,0.161728427,0.03826301,0.850165909,0.958740711,0.653940433,0.811235836,0.979710757,0.010624864
YER069W,7819.58503,9146.324342,6260.181672,2639.180951,6083.303918,5562.771359,3602.920519,6308.270601,5609.272953,2909.998707,-0.068062892,0.09659677,0.471714539,0.109044192,0.147892497,0.336529025,0.093273392,0.144277133,0.429290911,0.514011603,0.357460227,0.002092984,0.850165909,0.710081989,0.009226063,0.209061133,0.048765375,0.001115454
YER071C,340.4405777,359.6596975,349.6211943,258.4866247,389.0563339,336.9615785,353.9299026,346.8654809,415.717708,287.5538384,-0.023850456,-0.011556433,0.119603243,-0.057971171,0.004460935,-0.016875938,-0.008119763,-0.086757205,0.07332215,0.902221627,0.932909316,0.381102062,0.913095782,NA,0.934776043,0.961250262,0.611139245,0.653597066
YER073W,3032.03923,1453.16627,2130.551356,1644.643456,2682.203196,2533.497836,2174.311393,2757.133668,2318.509725,2316.254362,0.319419507,0.153242809,0.265663055,0.05324314,0.078014278,0.144413075,0.041276995,0.116525894,0.116948566,0.0189216,0.049640074,0.008298058,0.850165909,0.749704443,0.048413945,0.297462311,0.07248264,0.064282826
YER080W,40.29672132,41.96699627,36.27222361,35.48939592,40.24574643,38.73018897,38.33898757,34.4822396,37.95458865,29.08972216,-0.017638174,0.045695532,0.055171105,0.000549725,0.017220096,0.021629072,0.067674247,0.026005423,0.141530139,0.80334288,0.471334403,0.127167548,0.994761901,0.933571756,0.721517022,0.289723034,0.721442097,0.041774335
YER081W,2385.584952,1758.06922,1143.523989,782.2015041,3108.848504,3215.696347,4383.434982,2397.686542,1837.960562,2542.124816,0.132558916,0.319349607,0.48427624,-0.115004672,-0.129680146,-0.264219683,-0.002197519,0.113258698,-0.027601984,0.016612425,0.031283677,0.001022034,0.850165909,0.392765752,0.044546238,0.978838151,0.213503888,0.78184254
YER083C,957.6393898,895.5059607,829.4332572,1099.468924,873.5552265,908.3390967,1038.885219,904.5601723,1019.063033,1066.594755,0.02913352,0.062420556,-0.059980957,0.039911635,0.022953994,-0.035365566,0.024764539,-0.026999046,-0.046797442,0.773195477,0.661136752,0.412083177,0.868656189,0.936353519,0.80559766,0.877153315,0.841184438,0.536263671
YER086W,5332.238595,5012.555969,4994.202895,4161.06072,5175.3683,5079.712502,4697.288946,5492.404233,4696.778981,4491.230564,0.026850339,0.028443392,0.107705521,0.012968313,0.021070441,0.055062298,-0.012852919,0.05510945,0.074544223,0.665505691,0.530870306,0.03963285,0.911027875,0.933571756,0.078586058,0.683205979,0.3531059,0.039075866
YER089C,1283.303019,1329.089657,1260.22203,1296.832066,1218.930663,1183.198121,1095.496169,1078.807778,967.6857389,859.2124999,-0.015225062,0.007882149,-0.004554525,0.022350214,0.035271745,0.068718353,0.075385147,0.122594875,0.174228629,0.810577673,0.885596672,0.878461825,0.913626292,0.889010168,0.229075602,0.346843753,0.119313967,0.019019351
YER090W,1208.946896,800.5133285,1050.54329,813.8510995,1287.077889,1265.136471,1335.184702,1129.026693,1034.921279,885.8284406,0.179038657,0.060993271,0.17186227,-0.027197605,-0.019730151,-0.043134123,0.029703015,0.067499908,0.135057605,0.055280083,0.437946431,0.03040181,0.87312765,0.82516387,0.394147186,0.524080563,0.11163347,0.019188256
YER091C,53027.79615,48106.45167,75725.25367,73455.81072,56071.18473,55729.15533,50233.5985,44239.58791,38707.3315,41555.10731,0.042300254,-0.154737159,-0.141522578,-0.024236154,-0.021578883,0.023509288,0.078692505,0.136710346,0.10587917,0.401677688,0.168136644,0.030659638,0.86645689,0.636200909,0.676847229,0.209061133,0.124131761,0.07079841
YER095W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
